"country","year","infant_mortality"
"Burundi",1980,131.1
"Cambodia",1980,117.3
"Cameroon",1980,109.2
"Canada",1980,10.3
"Cape Verde",1980,62.6
"Central African Republic",1980,118.4
"Chad",1980,126.6
"Chile",1980,28.2
"China",1980,48
"Colombia",1980,44.6
"Comoros",1980,119
"Congo, Dem. Rep.",1980,132
"Congo, Rep.",1980,71.2
"Costa Rica",1980,19.8
"Cote d'Ivoire",1980,113.7
"Croatia",1980,20
"Cuba",1980,16.7
"Cyprus",1980,19.4
"Czech Republic",1980,17
"Denmark",1980,8.3
"Djibouti",1980,118.1
"Dominican Republic",1980,64
"Ecuador",1980,68.1
"Egypt",1980,114.3
"El Salvador",1980,78.8
"Equatorial Guinea",1980,NA
"Eritrea",1980,114.2
"Estonia",1980,22.4
"Ethiopia",1980,142.8
"Fiji",1980,35.3
"Finland",1980,7.2
"France",1980,10.2
"French Polynesia",1980,NA
"Gabon",1980,74.2
"Gambia",1980,103.2
"Georgia",1980,49
"Germany",1980,12.6
"Ghana",1980,100.9
"Greece",1980,21.3
"Greenland",1980,NA
"Grenada",1980,NA
"Guatemala",1980,87.7
"Guinea",1980,170.2
"Guinea-Bissau",1980,132.5
"Guyana",1980,53.2
"Haiti",1980,129.4
"Honduras",1980,69.2
"Hong Kong, China",1980,NA
"Hungary",1980,23.8
"Iceland",1980,7.8
"India",1980,114.3
"Indonesia",1980,85.4
"Iran",1980,78.3
"Iraq",1980,55
"Ireland",1980,12
"Israel",1980,15.3
"Italy",1980,14.3
"Jamaica",1980,32.9
"Japan",1980,7.4
"Jordan",1980,43.5
"Kazakhstan",1980,57.8
"Kenya",1980,69.4
"Kiribati",1980,86.1
"South Korea",1980,12.3
"Kuwait",1980,29.6
"Kyrgyz Republic",1980,78.8
"Lao",1980,134.7
"Latvia",1980,19.4
"Lebanon",1980,40.3
"Lesotho",1980,93.5
"Liberia",1980,160.8
"Libya",1980,57
"Lithuania",1980,18.1
"Luxembourg",1980,11.2
"Macao, China",1980,NA
"Macedonia, FYR",1980,52
"Madagascar",1980,105.4
"Malawi",1980,151.8
"Malaysia",1980,25.4
"Maldives",1980,106.8
"Mali",1980,161.2
"Malta",1980,15
"Mauritania",1980,96.3
"Mauritius",1980,32.3
"Mexico",1980,56.1
"Micronesia, Fed. Sts.",1980,50
"Moldova",1980,39.7
"Mongolia",1980,113.3
"Montenegro",1980,NA
"Morocco",1980,94
"Mozambique",1980,174.6
"Namibia",1980,63.2
"Nepal",1980,140.3
"Netherlands",1980,8.8
"New Caledonia",1980,NA
"New Zealand",1980,12.7
"Nicaragua",1980,77.8
"Niger",1980,134.8
"Nigeria",1980,127
"Norway",1980,8.2
"Oman",1980,79.4
"Pakistan",1980,122.1
"Panama",1980,35.7
"Papua New Guinea",1980,77.1
"Paraguay",1980,49.4
"Peru",1980,82.4
"Philippines",1980,53.2
"Poland",1980,21
"Portugal",1980,22.8
"Puerto Rico",1980,NA
"Qatar",1980,29.7
"Romania",1980,34.9
"Russia",1980,27.3
"Rwanda",1980,129.1
"St. Lucia",1980,26.7
"St. Vincent and the Grenadines",1980,45.2
"Samoa",1980,55.6
"Saudi Arabia",1980,70.7
"Senegal",1980,91.7
"Serbia",1980,NA
"Seychelles",1980,25.3
"Sierra Leone",1980,167.3
"Singapore",1980,12
"Slovak Republic",1980,20
"Slovenia",1980,16
"Solomon Islands",1980,41.9
"South Africa",1980,68
"Spain",1980,15.3
"Sri Lanka",1980,39.4
"Sudan",1980,87.9
"Suriname",1980,40
"Swaziland",1980,83.8
"Sweden",1980,7.2
"Switzerland",1980,8.4
"Syria",1980,46.9
"Tajikistan",1980,100.4
"Tanzania",1980,108.9
"Thailand",1980,47
"Timor-Leste",1980,NA
"Togo",1980,106.9
"Tonga",1980,24.6
"Trinidad and Tobago",1980,34.3
"Tunisia",1980,69.2
"Turkey",1980,90.2
"Turkmenistan",1980,96.5
"Uganda",1980,127.7
"Ukraine",1980,23
"United Arab Emirates",1980,28.9
"United Kingdom",1980,12
"United States",1980,12.6
"Uruguay",1980,35.5
"Uzbekistan",1980,91.8
"Vanuatu",1980,52
"Venezuela",1980,35.2
"West Bank and Gaza",1980,59.2
"Vietnam",1980,46.8
"Yemen",1980,139.7
"Zambia",1980,96.1
"Zimbabwe",1980,66.4
"Albania",1981,59.9
"Algeria",1981,93.4
"Angola",1981,137.5
"Antigua and Barbuda",1981,NA
"Argentina",1981,34.7
"Armenia",1981,59.2
"Aruba",1981,NA
"Australia",1981,10.4
"Austria",1981,13.2
"Azerbaijan",1981,NA
"Bahamas",1981,24.8
"Bahrain",1981,25.3
"Bangladesh",1981,130.8
"Barbados",1981,22.6
"Belarus",1981,18.5
"Belgium",1981,11.7
"Belize",1981,49
"Benin",1981,126.6
"Bhutan",1981,130
"Bolivia",1981,109.7
"Bosnia and Herzegovina",1981,28.9
"Botswana",1981,52.3
"Brazil",1981,72.7
"Brunei",1981,NA
"Bulgaria",1981,23.4
"Burkina Faso",1981,115.6
"Burundi",1981,125.8
"Cambodia",1981,106.5
"Cameroon",1981,106.3
"Canada",1981,9.7
"Cape Verde",1981,61.6
"Central African Republic",1981,117.4
"Chad",1981,125.7
"Chile",1981,25.6
"China",1981,46.1
"Colombia",1981,42
"Comoros",1981,115.4
"Congo, Dem. Rep.",1981,130.5
"Congo, Rep.",1981,69.6
"Costa Rica",1981,19.3
"Cote d'Ivoire",1981,111.4
"Croatia",1981,19.2
"Cuba",1981,16.5
"Cyprus",1981,17.8
"Czech Republic",1981,16.4
"Denmark",1981,8
"Djibouti",1981,115.2
"Dominican Republic",1981,62
"Ecuador",1981,65.3
"Egypt",1981,108.5
"El Salvador",1981,74.8
"Equatorial Guinea",1981,NA
"Eritrea",1981,112.7
"Estonia",1981,21.6
"Ethiopia",1981,141.4
"Fiji",1981,33.8
"Finland",1981,6.7
"France",1981,9.8
"French Polynesia",1981,NA
"Gabon",1981,71.9
"Gambia",1981,100.9
"Georgia",1981,47.6
"Germany",1981,11.8
"Ghana",1981,100.1
"Greece",1981,19.9
"Greenland",1981,NA
"Grenada",1981,NA
"Guatemala",1981,84.7
"Guinea",1981,167.3
"Guinea-Bissau",1981,131.6
"Guyana",1981,52.8
"Haiti",1981,126.2
"Honduras",1981,66.3
"Hong Kong, China",1981,NA
"Hungary",1981,22.6
"Iceland",1981,7.4
"India",1981,111.3
"Indonesia",1981,83.1
"Iran",1981,73.2
"Iraq",1981,53.3
"Ireland",1981,11.2
"Israel",1981,14.6
"Italy",1981,13.4
"Jamaica",1981,32.1
"Japan",1981,6.9
"Jordan",1981,41.8
"Kazakhstan",1981,56.3
"Kenya",1981,67.5
"Kiribati",1981,85.7
"South Korea",1981,11.3
"Kuwait",1981,27.4
"Kyrgyz Republic",1981,76.4
"Lao",1981,132.3
"Latvia",1981,19.4
"Lebanon",1981,39.1
"Lesotho",1981,89.5
"Liberia",1981,158.7
"Libya",1981,54.6
"Lithuania",1981,17.6
"Luxembourg",1981,10.9
"Macao, China",1981,NA
"Macedonia, FYR",1981,51.6
"Madagascar",1981,107
"Malawi",1981,147.3
"Malaysia",1981,23.8
"Maldives",1981,101.9
"Mali",1981,157.7
"Malta",1981,14.4
"Mauritania",1981,94.4
"Mauritius",1981,30.5
"Mexico",1981,53.7
"Micronesia, Fed. Sts.",1981,44.4
"Moldova",1981,38.7
"Mongolia",1981,109.3
"Montenegro",1981,NA
"Morocco",1981,90.6
"Mozambique",1981,174.1
"Namibia",1981,62.5
"Nepal",1981,136.2
"Netherlands",1981,8.6
"New Caledonia",1981,NA
"New Zealand",1981,12.4
"Nicaragua",1981,73.7
"Niger",1981,134.6
"Nigeria",1981,125.4
"Norway",1981,8
"Oman",1981,72.8
"Pakistan",1981,120.7
"Panama",1981,34.6
"Papua New Guinea",1981,75.5
"Paraguay",1981,48.3
"Peru",1981,80.7
"Philippines",1981,52.8
"Poland",1981,20.5
"Portugal",1981,21.3
"Puerto Rico",1981,NA
"Qatar",1981,28.4
"Romania",1981,33.6
"Russia",1981,26.9
"Rwanda",1981,120
"St. Lucia",1981,25.8
"St. Vincent and the Grenadines",1981,41.5
"Samoa",1981,54
"Saudi Arabia",1981,66.8
"Senegal",1981,89.5
"Serbia",1981,NA
"Seychelles",1981,23.2
"Sierra Leone",1981,165.6
"Singapore",1981,11.4
"Slovak Republic",1981,23.2
"Slovenia",1981,15.5
"Solomon Islands",1981,40.2
"South Africa",1981,65
"Spain",1981,14.1
"Sri Lanka",1981,36.8
"Sudan",1981,87.3
"Suriname",1981,NA
"Swaziland",1981,80.3
"Sweden",1981,6.9
"Switzerland",1981,8.1
"Syria",1981,44.8
"Tajikistan",1981,100.4
"Tanzania",1981,108.1
"Thailand",1981,45.1
"Timor-Leste",1981,NA
"Togo",1981,104.8
"Tonga",1981,23.7
"Trinidad and Tobago",1981,33.3
"Tunisia",1981,65.5
"Turkey",1981,86.4
"Turkmenistan",1981,93.4
"Uganda",1981,127.1
"Ukraine",1981,22.4
"United Arab Emirates",1981,26.4
"United Kingdom",1981,11.4
"United States",1981,12.1
"Uruguay",1981,32
"Uzbekistan",1981,86.2
"Vanuatu",1981,49.2
"Venezuela",1981,33.9
"West Bank and Gaza",1981,56.2
"Vietnam",1981,45.8
"Yemen",1981,131.9
"Zambia",1981,97
"Zimbabwe",1981,64.2
"Albania",1982,56.1
"Algeria",1982,84.6
"Angola",1982,136.8
"Antigua and Barbuda",1982,NA
"Argentina",1982,32.8
"Armenia",1982,57.1
"Aruba",1982,NA
"Australia",1982,10.1
"Austria",1982,12.6
"Azerbaijan",1982,84.9
"Bahamas",1982,24.3
"Bahrain",1982,24
"Bangladesh",1982,127.8
"Barbados",1982,21.6
"Belarus",1982,17.7
"Belgium",1982,11.2
"Belize",1982,47.3
"Benin",1982,124.7
"Bhutan",1982,125.6
"Bolivia",1982,107.2
"Bosnia and Herzegovina",1982,27.2
"Botswana",1982,50
"Brazil",1982,69.7
"Brunei",1982,12.5
"Bulgaria",1982,22.5
"Burkina Faso",1982,113.9
"Burundi",1982,120.3
"Cambodia",1982,98.1
"Cameroon",1982,103.1
"Canada",1982,9.2
"Cape Verde",1982,60.9
"Central African Republic",1982,116.7
"Chad",1982,124.8
"Chile",1982,22.9
"China",1982,44.6
"Colombia",1982,39.7
"Comoros",1982,111.9
"Congo, Dem. Rep.",1982,129
"Congo, Rep.",1982,68
"Costa Rica",1982,19.2
"Cote d'Ivoire",1982,109.5
"Croatia",1982,18.4
"Cuba",1982,16.3
"Cyprus",1982,16.3
"Czech Republic",1982,16
"Denmark",1982,8
"Djibouti",1982,112.2
"Dominican Republic",1982,60
"Ecuador",1982,62.5
"Egypt",1982,102.6
"El Salvador",1982,70.8
"Equatorial Guinea",1982,145.1
"Eritrea",1982,111.1
"Estonia",1982,20.9
"Ethiopia",1982,139.5
"Fiji",1982,32.4
"Finland",1982,6.5
"France",1982,9.5
"French Polynesia",1982,NA
"Gabon",1982,69.8
"Gambia",1982,98.6
"Georgia",1982,46.3
"Germany",1982,11
"Ghana",1982,99.3
"Greece",1982,18.7
"Greenland",1982,NA
"Grenada",1982,NA
"Guatemala",1982,81.8
"Guinea",1982,164.3
"Guinea-Bissau",1982,130.7
"Guyana",1982,52.4
"Haiti",1982,123
"Honduras",1982,63.5
"Hong Kong, China",1982,NA
"Hungary",1982,22
"Iceland",1982,7
"India",1982,108.4
"Indonesia",1982,80.8
"Iran",1982,68.5
"Iraq",1982,51.6
"Ireland",1982,10.4
"Israel",1982,14
"Italy",1982,12.6
"Jamaica",1982,31.3
"Japan",1982,6.5
"Jordan",1982,40.2
"Kazakhstan",1982,54.7
"Kenya",1982,65.8
"Kiribati",1982,85.1
"South Korea",1982,10.5
"Kuwait",1982,25.2
"Kyrgyz Republic",1982,73.7
"Lao",1982,130
"Latvia",1982,19.1
"Lebanon",1982,37.8
"Lesotho",1982,85.8
"Liberia",1982,157.1
"Libya",1982,52.2
"Lithuania",1982,17.1
"Luxembourg",1982,10.5
"Macao, China",1982,NA
"Macedonia, FYR",1982,50.2
"Madagascar",1982,108.5
"Malawi",1982,144.4
"Malaysia",1982,22.4
"Maldives",1982,97.3
"Mali",1982,154.2
"Malta",1982,13.9
"Mauritania",1982,92.5
"Mauritius",1982,28.3
"Mexico",1982,51.4
"Micronesia, Fed. Sts.",1982,45
"Moldova",1982,37.4
"Mongolia",1982,105.6
"Montenegro",1982,NA
"Morocco",1982,87.3
"Mozambique",1982,173.3
"Namibia",1982,61.5
"Nepal",1982,132.1
"Netherlands",1982,8.4
"New Caledonia",1982,NA
"New Zealand",1982,12.1
"Nicaragua",1982,69.9
"Niger",1982,135.3
"Nigeria",1982,124.4
"Norway",1982,8
"Oman",1982,66.6
"Pakistan",1982,119.4
"Panama",1982,33.4
"Papua New Guinea",1982,74
"Paraguay",1982,47
"Peru",1982,78.7
"Philippines",1982,52.3
"Poland",1982,20
"Portugal",1982,19.9
"Puerto Rico",1982,NA
"Qatar",1982,27.2
"Romania",1982,32.5
"Russia",1982,26.5
"Rwanda",1982,111.8
"St. Lucia",1982,24.9
"St. Vincent and the Grenadines",1982,37.7
"Samoa",1982,52.4
"Saudi Arabia",1982,63.1
"Senegal",1982,87.4
"Serbia",1982,NA
"Seychelles",1982,21.4
"Sierra Leone",1982,164.1
"Singapore",1982,10.7
"Slovak Republic",1982,22.2
"Slovenia",1982,14.6
"Solomon Islands",1982,38.8
"South Africa",1982,62.2
"Spain",1982,13.2
"Sri Lanka",1982,34.1
"Sudan",1982,86.7
"Suriname",1982,59.1
"Swaziland",1982,76.5
"Sweden",1982,6.8
"Switzerland",1982,7.8
"Syria",1982,42.7
"Tajikistan",1982,100
"Tanzania",1982,107.6
"Thailand",1982,43.4
"Timor-Leste",1982,NA
"Togo",1982,102.7
"Tonga",1982,23
"Trinidad and Tobago",1982,32.3
"Tunisia",1982,62.2
"Turkey",1982,82.6
"Turkmenistan",1982,90.3
"Uganda",1982,125
"Ukraine",1982,21.7
"United Arab Emirates",1982,24.2
"United Kingdom",1982,10.8
"United States",1982,11.7
"Uruguay",1982,29.4
"Uzbekistan",1982,81.2
"Vanuatu",1982,46.3
"Venezuela",1982,32.7
"West Bank and Gaza",1982,53.3
"Vietnam",1982,44.8
"Yemen",1982,124.4
"Zambia",1982,98.3
"Zimbabwe",1982,61.6
"Albania",1983,52.4
"Algeria",1983,75
"Angola",1983,136
"Antigua and Barbuda",1983,NA
"Argentina",1983,31.3
"Armenia",1983,55.2
"Aruba",1983,NA
"Australia",1983,9.8
"Austria",1983,12
"Azerbaijan",1983,83.1
"Bahamas",1983,24
"Bahrain",1983,22.8
"Bangladesh",1983,124.6
"Barbados",1983,20.8
"Belarus",1983,17
"Belgium",1983,10.7
"Belize",1983,45.6
"Benin",1983,122.8
"Bhutan",1983,121.1
"Bolivia",1983,104.7
"Bosnia and Herzegovina",1983,25.6
"Botswana",1983,47.9
"Brazil",1983,66.7
"Brunei",1983,12.1
"Bulgaria",1983,21.7
"Burkina Faso",1983,112.4
"Burundi",1983,115
"Cambodia",1983,92.3
"Cameroon",1983,99.5
"Canada",1983,8.7
"Cape Verde",1983,60.3
"Central African Republic",1983,116.2
"Chad",1983,123.8
"Chile",1983,20.8
"China",1983,43.4
"Colombia",1983,37.6
"Comoros",1983,108.4
"Congo, Dem. Rep.",1983,127.7
"Congo, Rep.",1983,66.3
"Costa Rica",1983,19.1
"Cote d'Ivoire",1983,108
"Croatia",1983,17.5
"Cuba",1983,16.1
"Cyprus",1983,14.8
"Czech Republic",1983,15.6
"Denmark",1983,8
"Djibouti",1983,109.4
"Dominican Republic",1983,58.2
"Ecuador",1983,59.7
"Egypt",1983,96.3
"El Salvador",1983,66.9
"Equatorial Guinea",1983,145.4
"Eritrea",1983,109.5
"Estonia",1983,20.2
"Ethiopia",1983,137.1
"Fiji",1983,31.2
"Finland",1983,6.3
"France",1983,9.1
"French Polynesia",1983,NA
"Gabon",1983,67.9
"Gambia",1983,96.2
"Georgia",1983,45.1
"Germany",1983,10.4
"Ghana",1983,98.4
"Greece",1983,17.7
"Greenland",1983,NA
"Grenada",1983,NA
"Guatemala",1983,78.9
"Guinea",1983,161.4
"Guinea-Bissau",1983,129.6
"Guyana",1983,51.9
"Haiti",1983,120
"Honduras",1983,60.8
"Hong Kong, China",1983,NA
"Hungary",1983,22
"Iceland",1983,6.7
"India",1983,105.7
"Indonesia",1983,78.5
"Iran",1983,64.4
"Iraq",1983,50.1
"Ireland",1983,9.8
"Israel",1983,13.5
"Italy",1983,11.9
"Jamaica",1983,30.5
"Japan",1983,6.2
"Jordan",1983,38.6
"Kazakhstan",1983,53
"Kenya",1983,64.4
"Kiribati",1983,84.2
"South Korea",1983,9.8
"Kuwait",1983,23
"Kyrgyz Republic",1983,70.7
"Lao",1983,127.7
"Latvia",1983,18.7
"Lebanon",1983,36.4
"Lesotho",1983,82.7
"Liberia",1983,156.1
"Libya",1983,49.9
"Lithuania",1983,16.6
"Luxembourg",1983,10.1
"Macao, China",1983,NA
"Macedonia, FYR",1983,48.3
"Madagascar",1983,109.6
"Malawi",1983,143.4
"Malaysia",1983,21
"Maldives",1983,92.9
"Mali",1983,150.5
"Malta",1983,13.4
"Mauritania",1983,90.6
"Mauritius",1983,25.7
"Mexico",1983,49.2
"Micronesia, Fed. Sts.",1983,45.4
"Moldova",1983,36
"Mongolia",1983,101.9
"Montenegro",1983,NA
"Morocco",1983,83.9
"Mozambique",1983,172.3
"Namibia",1983,60.2
"Nepal",1983,128
"Netherlands",1983,8.2
"New Caledonia",1983,NA
"New Zealand",1983,11.9
"Nicaragua",1983,66.6
"Niger",1983,136.7
"Nigeria",1983,123.9
"Norway",1983,8.1
"Oman",1983,60.7
"Pakistan",1983,117.9
"Panama",1983,32.3
"Papua New Guinea",1983,72.6
"Paraguay",1983,45.7
"Peru",1983,76.3
"Philippines",1983,51.7
"Poland",1983,19.3
"Portugal",1983,18.6
"Puerto Rico",1983,NA
"Qatar",1983,26
"Romania",1983,31.8
"Russia",1983,26
"Rwanda",1983,105.3
"St. Lucia",1983,24
"St. Vincent and the Grenadines",1983,34.2
"Samoa",1983,50.8
"Saudi Arabia",1983,59.4
"Senegal",1983,85.4
"Serbia",1983,NA
"Seychelles",1983,19.8
"Sierra Leone",1983,162.8
"Singapore",1983,10
"Slovak Republic",1983,21.3
"Slovenia",1983,13.8
"Solomon Islands",1983,37.6
"South Africa",1983,59.6
"Spain",1983,12.6
"Sri Lanka",1983,31.2
"Sudan",1983,86.1
"Suriname",1983,48.1
"Swaziland",1983,72.7
"Sweden",1983,6.6
"Switzerland",1983,7.6
"Syria",1983,40.8
"Tajikistan",1983,99
"Tanzania",1983,107.4
"Thailand",1983,41.6
"Timor-Leste",1983,170.2
"Togo",1983,100.7
"Tonga",1983,22.4
"Trinidad and Tobago",1983,31.4
"Tunisia",1983,59.2
"Turkey",1983,78.8
"Turkmenistan",1983,87.3
"Uganda",1983,122.1
"Ukraine",1983,20.9
"United Arab Emirates",1983,22.3
"United Kingdom",1983,10.4
"United States",1983,11.2
"Uruguay",1983,27.6
"Uzbekistan",1983,76.7
"Vanuatu",1983,43.4
"Venezuela",1983,31.5
"West Bank and Gaza",1983,50.6
"Vietnam",1983,43.9
"Yemen",1983,117.6
"Zambia",1983,100.2
"Zimbabwe",1983,58.8
"Albania",1984,49.1
"Algeria",1984,65.5
"Angola",1984,135.3
"Antigua and Barbuda",1984,NA
"Argentina",1984,30.1
"Armenia",1984,53.3
"Aruba",1984,NA
"Australia",1984,9.6
"Austria",1984,11.3
"Azerbaijan",1984,81.5
"Bahamas",1984,23.7
"Bahrain",1984,21.9
"Bangladesh",1984,121.3
"Barbados",1984,20.1
"Belarus",1984,16.5
"Belgium",1984,10.2
"Belize",1984,43.8
"Benin",1984,120.9
"Bhutan",1984,117
"Bolivia",1984,102.1
"Bosnia and Herzegovina",1984,26.2
"Botswana",1984,46
"Brazil",1984,64
"Brunei",1984,11.6
"Bulgaria",1984,20.7
"Burkina Faso",1984,110.8
"Burundi",1984,110.6
"Cambodia",1984,89
"Cameroon",1984,95.8
"Canada",1984,8.3
"Cape Verde",1984,59.4
"Central African Republic",1984,115.9
"Chad",1984,122.7
"Chile",1984,19.5
"China",1984,42.6
"Colombia",1984,35.7
"Comoros",1984,105
"Congo, Dem. Rep.",1984,126.3
"Congo, Rep.",1984,64.6
"Costa Rica",1984,18.8
"Cote d'Ivoire",1984,106.9
"Croatia",1984,16.7
"Cuba",1984,15.7
"Cyprus",1984,13.5
"Czech Republic",1984,15.4
"Denmark",1984,8
"Djibouti",1984,106.5
"Dominican Republic",1984,56.4
"Ecuador",1984,57.1
"Egypt",1984,90
"El Salvador",1984,63.1
"Equatorial Guinea",1984,142.7
"Eritrea",1984,107.8
"Estonia",1984,19.6
"Ethiopia",1984,134.5
"Fiji",1984,30.1
"Finland",1984,6.1
"France",1984,8.8
"French Polynesia",1984,NA
"Gabon",1984,66.2
"Gambia",1984,93.7
"Georgia",1984,44.1
"Germany",1984,9.8
"Ghana",1984,96.8
"Greece",1984,16.7
"Greenland",1984,NA
"Grenada",1984,19.5
"Guatemala",1984,76.1
"Guinea",1984,158.5
"Guinea-Bissau",1984,128.4
"Guyana",1984,51.4
"Haiti",1984,117.1
"Honduras",1984,58.2
"Hong Kong, China",1984,NA
"Hungary",1984,21.9
"Iceland",1984,6.4
"India",1984,103.1
"Indonesia",1984,76.2
"Iran",1984,60.8
"Iraq",1984,48.7
"Ireland",1984,9.3
"Israel",1984,12.8
"Italy",1984,11.2
"Jamaica",1984,29.7
"Japan",1984,5.8
"Jordan",1984,37.1
"Kazakhstan",1984,51.4
"Kenya",1984,63.4
"Kiribati",1984,83
"South Korea",1984,9.2
"Kuwait",1984,21.1
"Kyrgyz Republic",1984,67.5
"Lao",1984,125.3
"Latvia",1984,17.8
"Lebanon",1984,35
"Lesotho",1984,79.8
"Liberia",1984,155.9
"Libya",1984,47.6
"Lithuania",1984,16.1
"Luxembourg",1984,9.7
"Macao, China",1984,NA
"Macedonia, FYR",1984,46.2
"Madagascar",1984,110
"Malawi",1984,144.6
"Malaysia",1984,19.7
"Maldives",1984,88.8
"Mali",1984,147
"Malta",1984,12.8
"Mauritania",1984,88.5
"Mauritius",1984,23.9
"Mexico",1984,47.3
"Micronesia, Fed. Sts.",1984,45.7
"Moldova",1984,34.5
"Mongolia",1984,98.3
"Montenegro",1984,23.8
"Morocco",1984,80.6
"Mozambique",1984,170.9
"Namibia",1984,58.7
"Nepal",1984,123.9
"Netherlands",1984,8
"New Caledonia",1984,NA
"New Zealand",1984,11.6
"Nicaragua",1984,63.6
"Niger",1984,138.3
"Nigeria",1984,123.9
"Norway",1984,8.2
"Oman",1984,55.3
"Pakistan",1984,116.4
"Panama",1984,31.1
"Papua New Guinea",1984,71.3
"Paraguay",1984,44.4
"Peru",1984,73.7
"Philippines",1984,50.9
"Poland",1984,18.6
"Portugal",1984,17.6
"Puerto Rico",1984,NA
"Qatar",1984,24.8
"Romania",1984,31.6
"Russia",1984,25.6
"Rwanda",1984,100.9
"St. Lucia",1984,23.2
"St. Vincent and the Grenadines",1984,31
"Samoa",1984,31.7
"Saudi Arabia",1984,55.9
"Senegal",1984,83.2
"Serbia",1984,34.5
"Seychelles",1984,18.6
"Sierra Leone",1984,161.5
"Singapore",1984,9.4
"Slovak Republic",1984,20.3
"Slovenia",1984,13.1
"Solomon Islands",1984,36.5
"South Africa",1984,57.3
"Spain",1984,12
"Sri Lanka",1984,28.2
"Sudan",1984,85.4
"Suriname",1984,46.9
"Swaziland",1984,68.9
"Sweden",1984,6.5
"Switzerland",1984,7.4
"Syria",1984,39.1
"Tajikistan",1984,97.3
"Tanzania",1984,107
"Thailand",1984,40
"Timor-Leste",1984,163.5
"Togo",1984,98.9
"Tonga",1984,21.9
"Trinidad and Tobago",1984,30.5
"Tunisia",1984,56.4
"Turkey",1984,75.1
"Turkmenistan",1984,84.4
"Uganda",1984,119.3
"Ukraine",1984,20.1
"United Arab Emirates",1984,20.7
"United Kingdom",1984,10
"United States",1984,10.9
"Uruguay",1984,26.4
"Uzbekistan",1984,72.5
"Vanuatu",1984,40.6
"Venezuela",1984,30.5
"West Bank and Gaza",1984,48.1
"Vietnam",1984,43
"Yemen",1984,111.5
"Zambia",1984,102.7
"Zimbabwe",1984,56
"Albania",1985,45.9
"Algeria",1985,57.2
"Angola",1985,134.9
"Antigua and Barbuda",1985,NA
"Argentina",1985,29
"Armenia",1985,51.4
"Aruba",1985,NA
"Australia",1985,9.3
"Austria",1985,10.7
"Azerbaijan",1985,79.9
"Bahamas",1985,23.4
"Bahrain",1985,21.1
"Bangladesh",1985,117.9
"Barbados",1985,19.5
"Belarus",1985,16
"Belgium",1985,9.9
"Belize",1985,41.9
"Benin",1985,118.9
"Bhutan",1985,112.9
"Bolivia",1985,99.5
"Bosnia and Herzegovina",1985,24.1
"Botswana",1985,44.4
"Brazil",1985,61.4
"Brunei",1985,11.2
"Bulgaria",1985,19.7
"Burkina Faso",1985,109
"Burundi",1985,106.9
"Cambodia",1985,87.5
"Cameroon",1985,92.4
"Canada",1985,8
"Cape Verde",1985,58
"Central African Republic",1985,115.7
"Chad",1985,121.5
"Chile",1985,18.9
"China",1985,42.2
"Colombia",1985,34.1
"Comoros",1985,101.8
"Congo, Dem. Rep.",1985,125.2
"Congo, Rep.",1985,63.1
"Costa Rica",1985,18.2
"Cote d'Ivoire",1985,106.1
"Croatia",1985,15.7
"Cuba",1985,15
"Cyprus",1985,12.2
"Czech Republic",1985,15.1
"Denmark",1985,8
"Djibouti",1985,103.8
"Dominican Republic",1985,54.6
"Ecuador",1985,54.6
"Egypt",1985,83.9
"El Salvador",1985,59.5
"Equatorial Guinea",1985,140.1
"Eritrea",1985,106
"Estonia",1985,19
"Ethiopia",1985,132
"Fiji",1985,29.1
"Finland",1985,6
"France",1985,8.5
"French Polynesia",1985,NA
"Gabon",1985,64.7
"Gambia",1985,91.3
"Georgia",1985,43.2
"Germany",1985,9.2
"Ghana",1985,94.7
"Greece",1985,15.8
"Greenland",1985,NA
"Grenada",1985,19.4
"Guatemala",1985,73.2
"Guinea",1985,155.7
"Guinea-Bissau",1985,127.3
"Guyana",1985,50.8
"Haiti",1985,114.3
"Honduras",1985,55.8
"Hong Kong, China",1985,NA
"Hungary",1985,21.4
"Iceland",1985,6.1
"India",1985,100.6
"Indonesia",1985,74
"Iran",1985,57.6
"Iraq",1985,47.4
"Ireland",1985,8.9
"Israel",1985,12.1
"Italy",1985,10.5
"Jamaica",1985,29
"Japan",1985,5.5
"Jordan",1985,35.7
"Kazakhstan",1985,49.9
"Kenya",1985,62.7
"Kiribati",1985,81.4
"South Korea",1985,8.5
"Kuwait",1985,19.7
"Kyrgyz Republic",1985,64.4
"Lao",1985,123
"Latvia",1985,16.8
"Lebanon",1985,33.6
"Lesotho",1985,77.4
"Liberia",1985,156.7
"Libya",1985,45.5
"Lithuania",1985,15.4
"Luxembourg",1985,9.4
"Macao, China",1985,NA
"Macedonia, FYR",1985,45
"Madagascar",1985,109.6
"Malawi",1985,146.9
"Malaysia",1985,18.6
"Maldives",1985,84.9
"Mali",1985,143.7
"Malta",1985,12.3
"Mauritania",1985,86.3
"Mauritius",1985,23.7
"Mexico",1985,45.5
"Micronesia, Fed. Sts.",1985,45.6
"Moldova",1985,32.9
"Mongolia",1985,94.6
"Montenegro",1985,21.8
"Morocco",1985,77.2
"Mozambique",1985,169.2
"Namibia",1985,57.1
"Nepal",1985,119.7
"Netherlands",1985,7.9
"New Caledonia",1985,NA
"New Zealand",1985,11.3
"Nicaragua",1985,60.9
"Niger",1985,139.8
"Nigeria",1985,124.3
"Norway",1985,8.3
"Oman",1985,50.4
"Pakistan",1985,114.8
