"country","year","fertility"
"Kuwait",1979,5.7
"Kyrgyz Republic",1979,4.04
"Lao",1979,6.23
"Latvia",1979,1.91
"Lebanon",1979,4.09
"Lesotho",1979,5.63
"Liberia",1979,6.96
"Libya",1979,7.87
"Lithuania",1979,2.07
"Luxembourg",1979,1.46
"Macao, China",1979,1.56
"Macedonia, FYR",1979,2.6
"Madagascar",1979,6.69
"Malawi",1979,7.62
"Malaysia",1979,3.84
"Maldives",1979,7
"Mali",1979,7.03
"Malta",1979,2.1
"Mauritania",1979,6.48
"Mauritius",1979,2.82
"Mexico",1979,4.92
"Micronesia, Fed. Sts.",1979,6.31
"Moldova",1979,2.46
"Mongolia",1979,6.4
"Montenegro",1979,2.31
"Morocco",1979,5.78
"Mozambique",1979,6.51
"Namibia",1979,6.52
"Nepal",1979,5.8
"Netherlands",1979,1.56
"New Caledonia",1979,3.7
"New Zealand",1979,2.24
"Nicaragua",1979,6.23
"Niger",1979,7.68
"Nigeria",1979,6.78
"Norway",1979,1.75
"Oman",1979,8.23
"Pakistan",1979,6.56
"Panama",1979,4
"Papua New Guinea",1979,5.77
"Paraguay",1979,5.21
"Peru",1979,5.15
"Philippines",1979,5.29
"Poland",1979,2.3
"Portugal",1979,2.39
"Puerto Rico",1979,2.66
"Qatar",1979,5.95
"Romania",1979,2.5
"Russia",1979,1.87
"Rwanda",1979,8.45
"St. Lucia",1979,4.89
"St. Vincent and the Grenadines",1979,4.15
"Samoa",1979,6.32
"Saudi Arabia",1979,7.25
"Senegal",1979,7.42
"Serbia",1979,2.36
"Seychelles",1979,4.02
"Sierra Leone",1979,7.05
"Singapore",1979,1.74
"Slovak Republic",1979,2.41
"Slovenia",1979,2.09
"Solomon Islands",1979,6.87
"South Africa",1979,4.88
"Spain",1979,2.36
"Sri Lanka",1979,3.49
"Sudan",1979,6.85
"Suriname",1979,4.04
"Swaziland",1979,6.7
"Sweden",1979,1.66
"Switzerland",1979,1.52
"Syria",1979,7.2
"Tajikistan",1979,5.76
"Tanzania",1979,6.69
"Thailand",1979,3.59
"Timor-Leste",1979,4.61
"Togo",1979,7.24
"Tonga",1979,5.54
"Trinidad and Tobago",1979,3.28
"Tunisia",1979,5.49
"Turkey",1979,4.48
"Turkmenistan",1979,5.14
"Uganda",1979,7.1
"Ukraine",1979,1.98
"United Arab Emirates",1979,5.52
"United Kingdom",1979,1.72
"United States",1979,1.8
"Uruguay",1979,2.79
"Uzbekistan",1979,5.3
"Vanuatu",1979,5.65
"Venezuela",1979,4.3
"West Bank and Gaza",1979,7.39
"Vietnam",1979,5.23
"Yemen",1979,8.84
"Zambia",1979,7.26
"Zimbabwe",1979,7.2
"Albania",1980,3.68
"Algeria",1980,6.89
"Angola",1980,7.2
"Antigua and Barbuda",1980,2.12
"Argentina",1980,3.33
"Armenia",1980,2.39
"Aruba",1980,2.39
"Australia",1980,1.89
"Austria",1980,1.65
"Azerbaijan",1980,3.29
"Bahamas",1980,2.99
"Bahrain",1980,4.92
"Bangladesh",1980,6.36
"Barbados",1980,2
"Belarus",1980,2.08
"Belgium",1980,1.63
"Belize",1980,5.85
"Benin",1980,7.03
"Bhutan",1980,6.55
"Bolivia",1980,5.52
"Bosnia and Herzegovina",1980,2.09
"Botswana",1980,6.22
"Brazil",1980,4.07
"Brunei",1980,4.25
"Bulgaria",1980,2.11
"Burkina Faso",1980,7.13
"Burundi",1980,7.45
"Cambodia",1980,5.69
"Cameroon",1980,6.61
"Canada",1980,1.68
"Cape Verde",1980,6.38
"Central African Republic",1980,5.95
"Chad",1980,6.96
"Chile",1980,2.68
"China",1980,2.32
"Colombia",1980,3.99
"Comoros",1980,7.13
"Congo, Dem. Rep.",1980,6.59
"Congo, Rep.",1980,6.18
"Costa Rica",1980,3.62
"Cote d'Ivoire",1980,7.6
"Croatia",1980,2
"Cuba",1980,1.89
"Cyprus",1980,2.35
"Czech Republic",1980,2.18
"Denmark",1980,1.55
"Djibouti",1980,6.44
"Dominican Republic",1980,4.42
"Ecuador",1980,4.74
"Egypt",1980,5.37
"El Salvador",1980,5.14
"Equatorial Guinea",1980,5.73
"Eritrea",1980,6.63
"Estonia",1980,2.06
"Ethiopia",1980,7.32
"Fiji",1980,3.91
"Finland",1980,1.63
"France",1980,1.83
"French Polynesia",1980,3.99
"Gabon",1980,5.68
"Gambia",1980,6.34
"Georgia",1980,2.32
"Germany",1980,1.47
"Ghana",1980,6.54
"Greece",1980,2.17
"Greenland",1980,2.44
"Grenada",1980,4.25
"Guatemala",1980,6.18
"Guinea",1980,6.53
"Guinea-Bissau",1980,6.32
"Guyana",1980,3.65
"Haiti",1980,6.06
"Honduras",1980,6.31
"Hong Kong, China",1980,1.97
"Hungary",1980,1.98
"Iceland",1980,2.31
"India",1980,4.68
"Indonesia",1980,4.43
"Iran",1980,6.48
"Iraq",1980,6.57
"Ireland",1980,3
"Israel",1980,3.28
"Italy",1980,1.72
"Jamaica",1980,3.73
"Japan",1980,1.78
"Jordan",1980,7.26
"Kazakhstan",1980,2.97
"Kenya",1980,7.46
"Kiribati",1980,5.07
"South Korea",1980,2.52
"Kuwait",1980,5.52
"Kyrgyz Republic",1980,4.04
"Lao",1980,6.28
"Latvia",1980,1.94
"Lebanon",1980,4
"Lesotho",1980,5.59
"Liberia",1980,6.97
"Libya",1980,7.77
"Lithuania",1980,2.06
"Luxembourg",1980,1.46
"Macao, China",1980,1.67
"Macedonia, FYR",1980,2.57
"Madagascar",1980,6.51
"Malawi",1980,7.62
"Malaysia",1980,3.79
"Maldives",1980,7.07
"Mali",1980,7.05
"Malta",1980,2.09
"Mauritania",1980,6.43
"Mauritius",1980,2.67
"Mexico",1980,4.71
"Micronesia, Fed. Sts.",1980,6.22
"Moldova",1980,2.48
"Mongolia",1980,6.21
"Montenegro",1980,2.27
"Morocco",1980,5.68
"Mozambique",1980,6.49
"Namibia",1980,6.45
"Nepal",1980,5.76
"Netherlands",1980,1.6
"New Caledonia",1980,3.55
"New Zealand",1980,2.15
"Nicaragua",1980,6.13
"Niger",1980,7.71
"Nigeria",1980,6.78
"Norway",1980,1.72
"Oman",1980,8.3
"Pakistan",1980,6.54
"Panama",1980,3.88
"Papua New Guinea",1980,5.69
"Paraguay",1980,5.22
"Peru",1980,5.01
"Philippines",1980,5.18
"Poland",1980,2.31
"Portugal",1980,2.29
"Puerto Rico",1980,2.61
"Qatar",1980,5.81
"Romania",1980,2.44
"Russia",1980,1.86
"Rwanda",1980,8.45
"St. Lucia",1980,4.7
"St. Vincent and the Grenadines",1980,3.99
"Samoa",1980,6.2
"Saudi Arabia",1980,7.21
"Senegal",1980,7.38
"Serbia",1980,2.35
"Seychelles",1980,3.85
"Sierra Leone",1980,7.06
"Singapore",1980,1.82
"Slovak Republic",1980,2.37
"Slovenia",1980,2.04
"Solomon Islands",1980,6.75
"South Africa",1980,4.79
"Spain",1980,2.22
"Sri Lanka",1980,3.41
"Sudan",1980,6.8
"Suriname",1980,3.92
"Swaziland",1980,6.66
"Sweden",1980,1.68
"Switzerland",1980,1.51
"Syria",1980,7.09
"Tajikistan",1980,5.66
"Tanzania",1980,6.65
"Thailand",1980,3.39
"Timor-Leste",1980,4.77
"Togo",1980,7.21
"Tonga",1980,5.55
"Trinidad and Tobago",1980,3.28
"Tunisia",1980,5.35
"Turkey",1980,4.36
"Turkmenistan",1980,5.01
"Uganda",1980,7.1
"Ukraine",1980,1.98
"United Arab Emirates",1980,5.42
"United Kingdom",1980,1.73
"United States",1980,1.82
"Uruguay",1980,2.72
"Uzbekistan",1980,5.13
"Vanuatu",1980,5.58
"Venezuela",1980,4.2
"West Bank and Gaza",1980,7.31
"Vietnam",1980,5.05
"Yemen",1980,8.99
"Zambia",1980,7.18
"Zimbabwe",1980,7.1
"Albania",1981,3.56
"Algeria",1981,6.74
"Angola",1981,7.2
"Antigua and Barbuda",1981,2.1
"Argentina",1981,3.27
"Armenia",1981,2.37
"Aruba",1981,2.38
"Australia",1981,1.94
"Austria",1981,1.67
"Azerbaijan",1981,3.18
"Bahamas",1981,2.99
"Bahrain",1981,4.8
"Bangladesh",1981,6.22
"Barbados",1981,1.96
"Belarus",1981,2.08
"Belgium",1981,1.61
"Belize",1981,5.68
"Benin",1981,7.03
"Bhutan",1981,6.5
"Bolivia",1981,5.42
"Bosnia and Herzegovina",1981,2.05
"Botswana",1981,6.13
"Brazil",1981,3.97
"Brunei",1981,4.1
"Bulgaria",1981,2.08
"Burkina Faso",1981,7.15
"Burundi",1981,7.45
"Cambodia",1981,5.85
"Cameroon",1981,6.65
"Canada",1981,1.65
"Cape Verde",1981,6.27
"Central African Republic",1981,5.96
"Chad",1981,6.99
"Chile",1981,2.66
"China",1981,2.71
"Colombia",1981,3.87
"Comoros",1981,7.1
"Congo, Dem. Rep.",1981,6.64
"Congo, Rep.",1981,6.11
"Costa Rica",1981,3.58
"Cote d'Ivoire",1981,7.5
"Croatia",1981,1.99
"Cuba",1981,1.84
"Cyprus",1981,2.39
"Czech Republic",1981,2.12
"Denmark",1981,1.44
"Djibouti",1981,6.37
"Dominican Republic",1981,4.3
"Ecuador",1981,4.62
"Egypt",1981,5.31
"El Salvador",1981,5
"Equatorial Guinea",1981,5.75
"Eritrea",1981,6.63
"Estonia",1981,2.08
"Ethiopia",1981,7.36
"Fiji",1981,3.86
"Finland",1981,1.65
"France",1981,1.84
"French Polynesia",1981,3.92
"Gabon",1981,5.71
"Gambia",1981,6.32
"Georgia",1981,2.3
"Germany",1981,1.47
"Ghana",1981,6.47
"Greece",1981,2.09
"Greenland",1981,2.33
"Grenada",1981,4.24
"Guatemala",1981,6.15
"Guinea",1981,6.56
"Guinea-Bissau",1981,6.42
"Guyana",1981,3.36
"Haiti",1981,6.12
"Honduras",1981,6.19
"Hong Kong, China",1981,1.85
"Hungary",1981,1.93
"Iceland",1981,2.27
"India",1981,4.6
"Indonesia",1981,4.3
"Iran",1981,6.52
"Iraq",1981,6.49
"Ireland",1981,2.9
"Israel",1981,3.22
"Italy",1981,1.64
"Jamaica",1981,3.64
"Japan",1981,1.76
"Jordan",1981,7.18
"Kazakhstan",1981,2.97
"Kenya",1981,7.37
"Kiribati",1981,5.05
"South Korea",1981,2.38
"Kuwait",1981,5.32
"Kyrgyz Republic",1981,4.05
"Lao",1981,6.32
"Latvia",1981,1.97
"Lebanon",1981,3.9
"Lesotho",1981,5.54
"Liberia",1981,6.97
"Libya",1981,7.62
"Lithuania",1981,2.05
"Luxembourg",1981,1.45
"Macao, China",1981,1.78
"Macedonia, FYR",1981,2.54
"Madagascar",1981,6.36
"Malawi",1981,7.62
"Malaysia",1981,3.75
"Maldives",1981,7.15
"Mali",1981,7.06
"Malta",1981,2.08
"Mauritania",1981,6.37
"Mauritius",1981,2.53
"Mexico",1981,4.51
"Micronesia, Fed. Sts.",1981,6.13
"Moldova",1981,2.51
"Mongolia",1981,6.03
"Montenegro",1981,2.23
"Morocco",1981,5.57
"Mozambique",1981,6.47
"Namibia",1981,6.36
"Nepal",1981,5.72
"Netherlands",1981,1.56
"New Caledonia",1981,3.44
"New Zealand",1981,2.16
"Nicaragua",1981,6.02
"Niger",1981,7.73
"Nigeria",1981,6.78
"Norway",1981,1.7
"Oman",1981,8.34
"Pakistan",1981,6.51
"Panama",1981,3.78
"Papua New Guinea",1981,5.61
"Paraguay",1981,5.21
"Peru",1981,4.87
"Philippines",1981,5.08
"Poland",1981,2.32
"Portugal",1981,2.18
"Puerto Rico",1981,2.55
"Qatar",1981,5.67
"Romania",1981,2.35
"Russia",1981,1.88
"Rwanda",1981,8.44
"St. Lucia",1981,4.51
"St. Vincent and the Grenadines",1981,3.83
"Samoa",1981,6.09
"Saudi Arabia",1981,7.14
"Senegal",1981,7.34
"Serbia",1981,2.34
"Seychelles",1981,3.7
"Sierra Leone",1981,7.05
"Singapore",1981,1.78
"Slovak Republic",1981,2.34
"Slovenia",1981,1.98
"Solomon Islands",1981,6.63
"South Africa",1981,4.7
"Spain",1981,2.09
"Sri Lanka",1981,3.32
"Sudan",1981,6.74
"Suriname",1981,3.82
"Swaziland",1981,6.62
"Sweden",1981,1.64
"Switzerland",1981,1.51
"Syria",1981,6.98
"Tajikistan",1981,5.6
"Tanzania",1981,6.62
"Thailand",1981,3.2
"Timor-Leste",1981,4.96
"Togo",1981,7.16
"Tonga",1981,5.53
"Trinidad and Tobago",1981,3.28
"Tunisia",1981,5.19
"Turkey",1981,4.24
"Turkmenistan",1981,4.92
"Uganda",1981,7.1
"Ukraine",1981,1.99
"United Arab Emirates",1981,5.34
"United Kingdom",1981,1.74
"United States",1981,1.81
"Uruguay",1981,2.67
"Uzbekistan",1981,4.97
"Vanuatu",1981,5.5
"Venezuela",1981,4.1
"West Bank and Gaza",1981,7.2
"Vietnam",1981,4.87
"Yemen",1981,9.11
"Zambia",1981,7.1
"Zimbabwe",1981,6.97
"Albania",1982,3.46
"Algeria",1982,6.58
"Angola",1982,7.2
"Antigua and Barbuda",1982,2.1
"Argentina",1982,3.21
"Armenia",1982,2.38
"Aruba",1982,2.36
"Australia",1982,1.93
"Austria",1982,1.66
"Azerbaijan",1982,3.09
"Bahamas",1982,2.99
"Bahrain",1982,4.69
"Bangladesh",1982,6.06
"Barbados",1982,1.92
"Belarus",1982,2.09
"Belgium",1982,1.59
"Belize",1982,5.51
"Benin",1982,7.02
"Bhutan",1982,6.46
"Bolivia",1982,5.34
"Bosnia and Herzegovina",1982,2.02
"Botswana",1982,6.01
"Brazil",1982,3.85
"Brunei",1982,3.99
"Bulgaria",1982,2.06
"Burkina Faso",1982,7.17
"Burundi",1982,7.45
"Cambodia",1982,6.01
"Cameroon",1982,6.68
"Canada",1982,1.64
"Cape Verde",1982,6.17
"Central African Republic",1982,5.96
"Chad",1982,7.02
"Chile",1982,2.65
"China",1982,2.62
"Colombia",1982,3.74
"Comoros",1982,7.03
"Congo, Dem. Rep.",1982,6.69
"Congo, Rep.",1982,6.04
"Costa Rica",1982,3.54
"Cote d'Ivoire",1982,7.38
"Croatia",1982,1.98
"Cuba",1982,1.83
"Cyprus",1982,2.42
"Czech Republic",1982,2.07
"Denmark",1982,1.43
"Djibouti",1982,6.32
"Dominican Republic",1982,4.19
"Ecuador",1982,4.51
"Egypt",1982,5.25
"El Salvador",1982,4.87
"Equatorial Guinea",1982,5.78
"Eritrea",1982,6.62
"Estonia",1982,2.1
"Ethiopia",1982,7.4
"Fiji",1982,3.81
"Finland",1982,1.72
"France",1982,1.84
"French Polynesia",1982,3.86
"Gabon",1982,5.72
"Gambia",1982,6.3
"Georgia",1982,2.28
"Germany",1982,1.46
"Ghana",1982,6.39
"Greece",1982,2.01
"Greenland",1982,2.24
"Grenada",1982,4.24
"Guatemala",1982,6.11
"Guinea",1982,6.59
"Guinea-Bissau",1982,6.54
"Guyana",1982,3.1
"Haiti",1982,6.15
"Honduras",1982,6.06
"Hong Kong, China",1982,1.75
"Hungary",1982,1.88
"Iceland",1982,2.23
"India",1982,4.52
"Indonesia",1982,4.17
"Iran",1982,6.52
"Iraq",1982,6.41
"Ireland",1982,2.79
"Israel",1982,3.17
"Italy",1982,1.57
"Jamaica",1982,3.56
"Japan",1982,1.75
"Jordan",1982,7.07
"Kazakhstan",1982,2.97
"Kenya",1982,7.27
"Kiribati",1982,5.02
"South Korea",1982,2.24
"Kuwait",1982,5.08
"Kyrgyz Republic",1982,4.07
"Lao",1982,6.35
"Latvia",1982,2.02
"Lebanon",1982,3.8
"Lesotho",1982,5.49
"Liberia",1982,6.96
"Libya",1982,7.42
"Lithuania",1982,2.05
"Luxembourg",1982,1.45
"Macao, China",1982,1.88
"Macedonia, FYR",1982,2.51
"Madagascar",1982,6.24
"Malawi",1982,7.61
"Malaysia",1982,3.73
"Maldives",1982,7.21
"Mali",1982,7.07
"Malta",1982,2.06
"Mauritania",1982,6.31
"Mauritius",1982,2.41
"Mexico",1982,4.33
"Micronesia, Fed. Sts.",1982,6.02
"Moldova",1982,2.55
"Mongolia",1982,5.86
"Montenegro",1982,2.19
"Morocco",1982,5.44
"Mozambique",1982,6.46
"Namibia",1982,6.26
"Nepal",1982,5.68
"Netherlands",1982,1.5
"New Caledonia",1982,3.35
"New Zealand",1982,2.1
"Nicaragua",1982,5.89
"Niger",1982,7.75
"Nigeria",1982,6.77
"Norway",1982,1.71
"Oman",1982,8.35
"Pakistan",1982,6.48
"Panama",1982,3.67
"Papua New Guinea",1982,5.52
"Paraguay",1982,5.19
"Peru",1982,4.73
"Philippines",1982,4.98
"Poland",1982,2.32
"Portugal",1982,2.07
"Puerto Rico",1982,2.49
"Qatar",1982,5.5
"Romania",1982,2.16
"Russia",1982,1.96
"Rwanda",1982,8.42
"St. Lucia",1982,4.33
"St. Vincent and the Grenadines",1982,3.69
"Samoa",1982,5.97
"Saudi Arabia",1982,7.05
"Senegal",1982,7.28
"Serbia",1982,2.33
"Seychelles",1982,3.56
"Sierra Leone",1982,7.03
"Singapore",1982,1.74
"Slovak Republic",1982,2.3
"Slovenia",1982,1.92
"Solomon Islands",1982,6.53
"South Africa",1982,4.6
"Spain",1982,1.96
"Sri Lanka",1982,3.22
"Sudan",1982,6.67
"Suriname",1982,3.71
"Swaziland",1982,6.57
"Sweden",1982,1.63
"Switzerland",1982,1.52
"Syria",1982,6.84
"Tajikistan",1982,5.56
"Tanzania",1982,6.58
"Thailand",1982,3.02
"Timor-Leste",1982,5.13
"Togo",1982,7.1
"Tonga",1982,5.48
"Trinidad and Tobago",1982,3.26
"Tunisia",1982,5.02
"Turkey",1982,4.11
"Turkmenistan",1982,4.84
"Uganda",1982,7.1
"Ukraine",1982,2.01
"United Arab Emirates",1982,5.27
"United Kingdom",1982,1.76
"United States",1982,1.81
"Uruguay",1982,2.61
"Uzbekistan",1982,4.83
"Vanuatu",1982,5.43
"Venezuela",1982,4.01
"West Bank and Gaza",1982,7.08
"Vietnam",1982,4.69
"Yemen",1982,9.19
"Zambia",1982,7.02
"Zimbabwe",1982,6.81
"Albania",1983,3.37
"Algeria",1983,6.39
"Angola",1983,7.21
"Antigua and Barbuda",1983,2.1
"Argentina",1983,3.16
"Armenia",1983,2.41
"Aruba",1983,2.35
"Australia",1983,1.92
"Austria",1983,1.56
"Azerbaijan",1983,3.03
"Bahamas",1983,2.97
"Bahrain",1983,4.58
"Bangladesh",1983,5.89
"Barbados",1983,1.89
"Belarus",1983,2.1
"Belgium",1983,1.58
"Belize",1983,5.34
"Benin",1983,7.01
"Bhutan",1983,6.41
"Bolivia",1983,5.26
"Bosnia and Herzegovina",1983,1.99
"Botswana",1983,5.88
"Brazil",1983,3.72
"Brunei",1983,3.91
"Bulgaria",1983,2.03
"Burkina Faso",1983,7.17
"Burundi",1983,7.47
"Cambodia",1983,6.13
"Cameroon",1983,6.7
"Canada",1983,1.62
"Cape Verde",1983,6.08
"Central African Republic",1983,5.96
"Chad",1983,7.06
"Chile",1983,2.65
"China",1983,2.56
"Colombia",1983,3.63
"Comoros",1983,6.92
"Congo, Dem. Rep.",1983,6.74
"Congo, Rep.",1983,5.95
"Costa Rica",1983,3.52
"Cote d'Ivoire",1983,7.26
"Croatia",1983,1.96
"Cuba",1983,1.83
"Cyprus",1983,2.44
"Czech Republic",1983,2.02
"Denmark",1983,1.38
"Djibouti",1983,6.27
"Dominican Republic",1983,4.08
"Ecuador",1983,4.4
"Egypt",1983,5.19
"El Salvador",1983,4.74
"Equatorial Guinea",1983,5.8
"Eritrea",1983,6.61
"Estonia",1983,2.13
"Ethiopia",1983,7.42
"Fiji",1983,3.76
"Finland",1983,1.74
"France",1983,1.85
"French Polynesia",1983,3.81
"Gabon",1983,5.72
"Gambia",1983,6.28
"Georgia",1983,2.28
"Germany",1983,1.46
"Ghana",1983,6.31
"Greece",1983,1.91
"Greenland",1983,2.05
"Grenada",1983,4.25
"Guatemala",1983,6.05
"Guinea",1983,6.61
"Guinea-Bissau",1983,6.64
"Guyana",1983,2.88
"Haiti",1983,6.15
"Honduras",1983,5.93
"Hong Kong, China",1983,1.66
"Hungary",1983,1.85
"Iceland",1983,2.2
"India",1983,4.44
"Indonesia",1983,4.03
"Iran",1983,6.47
"Iraq",1983,6.34
"Ireland",1983,2.68
"Israel",1983,3.13
"Italy",1983,1.51
"Jamaica",1983,3.48
"Japan",1983,1.74
"Jordan",1983,6.94
"Kazakhstan",1983,2.99
"Kenya",1983,7.17
"Kiribati",1983,4.97
"South Korea",1983,2.11
"Kuwait",1983,4.79
"Kyrgyz Republic",1983,4.09
"Lao",1983,6.36
"Latvia",1983,2.06
"Lebanon",1983,3.69
"Lesotho",1983,5.44
"Liberia",1983,6.95
"Libya",1983,7.18
"Lithuania",1983,2.05
"Luxembourg",1983,1.45
"Macao, China",1983,1.97
"Macedonia, FYR",1983,2.47
"Madagascar",1983,6.17
"Malawi",1983,7.6
"Malaysia",1983,3.7
"Maldives",1983,7.25
"Mali",1983,7.08
"Malta",1983,2.06
"Mauritania",1983,6.26
"Mauritius",1983,2.33
"Mexico",1983,4.17
"Micronesia, Fed. Sts.",1983,5.89
"Moldova",1983,2.59
"Mongolia",1983,5.7
"Montenegro",1983,2.15
"Morocco",1983,5.29
"Mozambique",1983,6.44
"Namibia",1983,6.15
"Nepal",1983,5.63
"Netherlands",1983,1.47
"New Caledonia",1983,3.27
"New Zealand",1983,2.1
"Nicaragua",1983,5.75
"Niger",1983,7.76
"Nigeria",1983,6.75
"Norway",1983,1.66
"Oman",1983,8.34
"Pakistan",1983,6.46
"Panama",1983,3.58
"Papua New Guinea",1983,5.42
"Paraguay",1983,5.15
"Peru",1983,4.6
"Philippines",1983,4.88
"Poland",1983,2.31
"Portugal",1983,1.96
"Puerto Rico",1983,2.44
"Qatar",1983,5.33
"Romania",1983,2
"Russia",1983,2.09
"Rwanda",1983,8.4
"St. Lucia",1983,4.16
"St. Vincent and the Grenadines",1983,3.56
"Samoa",1983,5.85
"Saudi Arabia",1983,6.94
"Senegal",1983,7.23
"Serbia",1983,2.32
"Seychelles",1983,3.43
"Sierra Leone",1983,6.99
"Singapore",1983,1.61
"Slovak Republic",1983,2.27
"Slovenia",1983,1.85
"Solomon Islands",1983,6.43
"South Africa",1983,4.5
"Spain",1983,1.84
"Sri Lanka",1983,3.12
"Sudan",1983,6.61
"Suriname",1983,3.59
"Swaziland",1983,6.52
"Sweden",1983,1.61
"Switzerland",1983,1.53
"Syria",1983,6.7
"Tajikistan",1983,5.53
"Tanzania",1983,6.54
"Thailand",1983,2.86
"Timor-Leste",1983,5.26
"Togo",1983,7.03
"Tonga",1983,5.39
"Trinidad and Tobago",1983,3.22
"Tunisia",1983,4.83
"Turkey",1983,3.98
"Turkmenistan",1983,4.77
"Uganda",1983,7.1
"Ukraine",1983,2.03
"United Arab Emirates",1983,5.21
"United Kingdom",1983,1.78
"United States",1983,1.78
"Uruguay",1983,2.57
"Uzbekistan",1983,4.71
"Vanuatu",1983,5.36
"Venezuela",1983,3.93
"West Bank and Gaza",1983,6.95
"Vietnam",1983,4.52
"Yemen",1983,9.22
"Zambia",1983,6.94
"Zimbabwe",1983,6.63
"Albania",1984,3.3
"Algeria",1984,6.19
"Angola",1984,7.21
"Antigua and Barbuda",1984,2.1
"Argentina",1984,3.12
"Armenia",1984,2.44
"Aruba",1984,2.34
"Australia",1984,1.84
"Austria",1984,1.52
"Azerbaijan",1984,2.98
"Bahamas",1984,2.92
"Bahrain",1984,4.47
"Bangladesh",1984,5.71
"Barbados",1984,1.86
"Belarus",1984,2.1
"Belgium",1984,1.57
"Belize",1984,5.17
"Benin",1984,6.99
"Bhutan",1984,6.36
"Bolivia",1984,5.19
"Bosnia and Herzegovina",1984,1.97
"Botswana",1984,5.73
"Brazil",1984,3.59
"Brunei",1984,3.84
"Bulgaria",1984,2.02
"Burkina Faso",1984,7.16
"Burundi",1984,7.49
"Cambodia",1984,6.2
"Cameroon",1984,6.71
"Canada",1984,1.62
"Cape Verde",1984,5.98
"Central African Republic",1984,5.95
"Chad",1984,7.09
"Chile",1984,2.66
"China",1984,2.6
"Colombia",1984,3.53
"Comoros",1984,6.77
"Congo, Dem. Rep.",1984,6.79
"Congo, Rep.",1984,5.86
"Costa Rica",1984,3.49
"Cote d'Ivoire",1984,7.14
"Croatia",1984,1.94
"Cuba",1984,1.83
"Cyprus",1984,2.45
"Czech Republic",1984,1.99
"Denmark",1984,1.4
"Djibouti",1984,6.24
"Dominican Republic",1984,3.98
"Ecuador",1984,4.31
"Egypt",1984,5.12
"El Salvador",1984,4.61
"Equatorial Guinea",1984,5.83
"Eritrea",1984,6.59
"Estonia",1984,2.17
"Ethiopia",1984,7.44
"Fiji",1984,3.69
"Finland",1984,1.7
"France",1984,1.85
"French Polynesia",1984,3.77
"Gabon",1984,5.71
"Gambia",1984,6.25
"Georgia",1984,2.28
"Germany",1984,1.46
"Ghana",1984,6.22
"Greece",1984,1.82
"Greenland",1984,2.11
"Grenada",1984,4.24
"Guatemala",1984,5.99
"Guinea",1984,6.63
"Guinea-Bissau",1984,6.71
"Guyana",1984,2.71
"Haiti",1984,6.11
"Honduras",1984,5.8
"Hong Kong, China",1984,1.57
"Hungary",1984,1.83
"Iceland",1984,2.17
"India",1984,4.36
"Indonesia",1984,3.89
"Iran",1984,6.37
"Iraq",1984,6.28
"Ireland",1984,2.56
"Israel",1984,3.11
"Italy",1984,1.46
"Jamaica",1984,3.39
"Japan",1984,1.73
"Jordan",1984,6.77
"Kazakhstan",1984,3.01
"Kenya",1984,7.05
"Kiribati",1984,4.91
"South Korea",1984,1.98
"Kuwait",1984,4.46
"Kyrgyz Republic",1984,4.1
"Lao",1984,6.37
"Latvia",1984,2.1
"Lebanon",1984,3.59
"Lesotho",1984,5.38
"Liberia",1984,6.92
"Libya",1984,6.9
"Lithuania",1984,2.06
"Luxembourg",1984,1.45
"Macao, China",1984,2.02
"Macedonia, FYR",1984,2.44
"Madagascar",1984,6.14
"Malawi",1984,7.58
"Malaysia",1984,3.68
"Maldives",1984,7.24
"Mali",1984,7.09
"Malta",1984,2.05
"Mauritania",1984,6.22
"Mauritius",1984,2.27
"Mexico",1984,4.03
"Micronesia, Fed. Sts.",1984,5.75
"Moldova",1984,2.62
"Mongolia",1984,5.53
"Montenegro",1984,2.1
"Morocco",1984,5.12
"Mozambique",1984,6.42
"Namibia",1984,6.02
"Nepal",1984,5.57
"Netherlands",1984,1.49
"New Caledonia",1984,3.21
"New Zealand",1984,2.12
"Nicaragua",1984,5.59
"Niger",1984,7.77
"Nigeria",1984,6.73
"Norway",1984,1.66
"Oman",1984,8.3
"Pakistan",1984,6.44
"Panama",1984,3.49
"Papua New Guinea",1984,5.31
"Paraguay",1984,5.09
"Peru",1984,4.48
"Philippines",1984,4.8
"Poland",1984,2.29
"Portugal",1984,1.87
"Puerto Rico",1984,2.39
"Qatar",1984,5.13
"Romania",1984,2.18
"Russia",1984,2.05
"Rwanda",1984,8.36
"St. Lucia",1984,4.01
"St. Vincent and the Grenadines",1984,3.44
"Samoa",1984,5.73
"Saudi Arabia",1984,6.81
"Senegal",1984,7.16
"Serbia",1984,2.31
"Seychelles",1984,3.31
"Sierra Leone",1984,6.95
"Singapore",1984,1.62
"Slovak Republic",1984,2.25
"Slovenia",1984,1.79
"Solomon Islands",1984,6.35
"South Africa",1984,4.4
"Spain",1984,1.73
"Sri Lanka",1984,3.01
"Sudan",1984,6.54
"Suriname",1984,3.47
"Swaziland",1984,6.46
"Sweden",1984,1.66
"Switzerland",1984,1.54
"Syria",1984,6.53
"Tajikistan",1984,5.51
"Tanzania",1984,6.5
"Thailand",1984,2.71
"Timor-Leste",1984,5.32
"Togo",1984,6.96
"Tonga",1984,5.27
"Trinidad and Tobago",1984,3.15
"Tunisia",1984,4.65
"Turkey",1984,3.84
