"country","year","life_expectancy"
"Uzbekistan",1979,65.94
"Vanuatu",1979,56.83
"Venezuela",1979,69.04
"West Bank and Gaza",1979,64.96
"Vietnam",1979,65.84
"Yemen",1979,50.11
"Zambia",1979,57.66
"Zimbabwe",1979,61.82
"Albania",1980,71.39
"Algeria",1980,60.92
"Angola",1980,46.14
"Antigua and Barbuda",1980,70.59
"Argentina",1980,70.2
"Armenia",1980,72.72
"Aruba",1980,72.29
"Australia",1980,74.56
"Austria",1980,72.64
"Azerbaijan",1980,65.55
"Bahamas",1980,66.75
"Bahrain",1980,69.09
"Bangladesh",1980,53.18
"Barbados",1980,69.91
"Belarus",1980,70.57
"Belgium",1980,73.18
"Belize",1980,69.78
"Benin",1980,49.34
"Bhutan",1980,52.12
"Bolivia",1980,54.21
"Bosnia and Herzegovina",1980,74.82
"Botswana",1980,60.24
"Brazil",1980,63.81
"Brunei",1980,70.95
"Bulgaria",1980,71.17
"Burkina Faso",1980,47.61
"Burundi",1980,45.93
"Cambodia",1980,28.16
"Cameroon",1980,55.06
"Canada",1980,75.05
"Cape Verde",1980,62.41
"Central African Republic",1980,50.61
"Chad",1980,50.56
"Chile",1980,68.7
"China",1980,63.92
"Colombia",1980,68.07
"Comoros",1980,53.15
"Congo, Dem. Rep.",1980,51.76
"Congo, Rep.",1980,55.45
"Costa Rica",1980,73.2
"Cote d'Ivoire",1980,52.87
"Croatia",1980,70.56
"Cuba",1980,73.84
"Cyprus",1980,74.99
"Czech Republic",1980,70.67
"Denmark",1980,74.3
"Djibouti",1980,57.1
"Dominican Republic",1980,66.12
"Ecuador",1980,64.82
"Egypt",1980,58.85
"El Salvador",1980,57.96
"Equatorial Guinea",1980,44.85
"Eritrea",1980,46.66
"Estonia",1980,69.75
"Ethiopia",1980,42.8
"Fiji",1980,62.65
"Finland",1980,73.71
"France",1980,74.53
"French Polynesia",1980,64.56
"Gabon",1980,53.42
"Gambia",1980,53.61
"Georgia",1980,69.4
"Germany",1980,73.14
"Ghana",1980,53.26
"Greece",1980,74.01
"Greenland",1980,63.09
"Grenada",1980,67.6
"Guatemala",1980,59.12
"Guinea",1980,42.92
"Guinea-Bissau",1980,47.83
"Guyana",1980,62.34
"Haiti",1980,50.62
"Honduras",1980,62.5
"Hong Kong, China",1980,74.93
"Hungary",1980,69.18
"Iceland",1980,76.92
"India",1980,55.1
"Indonesia",1980,59.01
"Iran",1980,56.24
"Iraq",1980,57.91
"Ireland",1980,73.66
"Israel",1980,73.47
"Italy",1980,74.07
"Jamaica",1980,73.82
"Japan",1980,76.16
"Jordan",1980,67.51
"Kazakhstan",1980,66.05
"Kenya",1980,59.96
"Kiribati",1980,53.75
"South Korea",1980,66.15
"Kuwait",1980,73.58
"Kyrgyz Republic",1980,62.89
"Lao",1980,46.91
"Latvia",1980,69.23
"Lebanon",1980,67.21
"Lesotho",1980,54.65
"Liberia",1980,47.14
"Libya",1980,68.13
"Lithuania",1980,70.78
"Luxembourg",1980,72.42
"Macao, China",1980,72.57
"Macedonia, FYR",1980,69.08
"Madagascar",1980,53.01
"Malawi",1980,45.72
"Malaysia",1980,68.89
"Maldives",1980,56.58
"Mali",1980,42.45
"Malta",1980,74.47
"Mauritania",1980,55.13
"Mauritius",1980,66.92
"Mexico",1980,67.09
"Micronesia, Fed. Sts.",1980,63.64
"Moldova",1980,65.4
"Mongolia",1980,58.56
"Montenegro",1980,73.16
"Morocco",1980,59.93
"Mozambique",1980,49.17
"Namibia",1980,58.06
"Nepal",1980,50.32
"Netherlands",1980,75.72
"New Caledonia",1980,67.09
"New Zealand",1980,72.98
"Nicaragua",1980,65.83
"Niger",1980,42
"Nigeria",1980,51.95
"Norway",1980,75.8
"Oman",1980,63.7
"Pakistan",1980,58.79
"Panama",1980,71.72
"Papua New Guinea",1980,53.11
"Paraguay",1980,71.73
"Peru",1980,62.59
"Philippines",1980,64.06
"Poland",1980,70.4
"Portugal",1980,71.71
"Puerto Rico",1980,73.47
"Qatar",1980,72.14
"Romania",1980,70.1
"Russia",1980,67.57
"Rwanda",1980,47.46
"St. Lucia",1980,68.15
"St. Vincent and the Grenadines",1980,67.19
"Samoa",1980,63.2
"Saudi Arabia",1980,66.99
"Senegal",1980,49.42
"Serbia",1980,70.68
"Seychelles",1980,68.4
"Sierra Leone",1980,52.04
"Singapore",1980,71.04
"Slovak Republic",1980,70.58
"Slovenia",1980,70.89
"Solomon Islands",1980,61.53
"South Africa",1980,56.85
"Spain",1980,75.53
"Sri Lanka",1980,68.97
"Sudan",1980,56.95
"Suriname",1980,67.71
"Swaziland",1980,55.31
"Sweden",1980,75.74
"Switzerland",1980,75.69
"Syria",1980,66.01
"Tajikistan",1980,64.28
"Tanzania",1980,54.29
"Thailand",1980,64.62
"Timor-Leste",1980,42.45
"Togo",1980,53.87
"Tonga",1980,67.08
"Trinidad and Tobago",1980,67.89
"Tunisia",1980,64.41
"Turkey",1980,61.74
"Turkmenistan",1980,61.9
"Uganda",1980,52.01
"Ukraine",1980,69.33
"United Arab Emirates",1980,66.91
"United Kingdom",1980,73.57
"United States",1980,73.93
"Uruguay",1980,70.6
"Uzbekistan",1980,66.25
"Vanuatu",1980,57.41
"Venezuela",1980,69.3
"West Bank and Gaza",1980,65.74
"Vietnam",1980,66.49
"Yemen",1980,51.13
"Zambia",1980,57.62
"Zimbabwe",1980,62.48
"Albania",1981,71.63
"Algeria",1981,62.31
"Angola",1981,46.42
"Antigua and Barbuda",1981,70.9
"Argentina",1981,70.51
"Armenia",1981,72.73
"Aruba",1981,72.54
"Australia",1981,74.92
"Austria",1981,72.96
"Azerbaijan",1981,65.61
"Bahamas",1981,66.95
"Bahrain",1981,69.47
"Bangladesh",1981,53.72
"Barbados",1981,70.25
"Belarus",1981,70.84
"Belgium",1981,73.59
"Belize",1981,70.13
"Benin",1981,49.84
"Bhutan",1981,53.05
"Bolivia",1981,55.04
"Bosnia and Herzegovina",1981,75.2
"Botswana",1981,60.73
"Brazil",1981,64.18
"Brunei",1981,71.25
"Bulgaria",1981,71.56
"Burkina Faso",1981,48.58
"Burundi",1981,46.22
"Cambodia",1981,38
"Cameroon",1981,55.56
"Canada",1981,75.46
"Cape Verde",1981,63.19
"Central African Republic",1981,50.86
"Chad",1981,50.97
"Chile",1981,69.36
"China",1981,64.2
"Colombia",1981,68.67
"Comoros",1981,53.59
"Congo, Dem. Rep.",1981,52.09
"Congo, Rep.",1981,55.65
"Costa Rica",1981,73.73
"Cote d'Ivoire",1981,53.38
"Croatia",1981,70.71
"Cuba",1981,74.05
"Cyprus",1981,75.19
"Czech Republic",1981,71.11
"Denmark",1981,74.44
"Djibouti",1981,57.59
"Dominican Republic",1981,66.6
"Ecuador",1981,65.49
"Egypt",1981,59.52
"El Salvador",1981,58.13
"Equatorial Guinea",1981,45.26
"Eritrea",1981,46.97
"Estonia",1981,69.62
"Ethiopia",1981,42.87
"Fiji",1981,62.92
"Finland",1981,74.03
"France",1981,74.69
"French Polynesia",1981,65.22
"Gabon",1981,54.24
"Gambia",1981,54.59
"Georgia",1981,69.42
"Germany",1981,73.37
"Ghana",1981,53.6
"Greece",1981,74.33
"Greenland",1981,62.71
"Grenada",1981,67.86
"Guatemala",1981,59.6
"Guinea",1981,43.66
"Guinea-Bissau",1981,48.13
"Guyana",1981,62.5
"Haiti",1981,50.94
"Honduras",1981,63.36
"Hong Kong, China",1981,75.22
"Hungary",1981,69.24
"Iceland",1981,76.61
"India",1981,55.51
"Indonesia",1981,59.57
"Iran",1981,55.62
"Iraq",1981,57.52
"Ireland",1981,74.04
"Israel",1981,73.74
"Italy",1981,74.46
"Jamaica",1981,74.1
"Japan",1981,76.57
"Jordan",1981,68
"Kazakhstan",1981,66.43
"Kenya",1981,60.52
"Kiribati",1981,54.17
"South Korea",1981,66.66
"Kuwait",1981,74
"Kyrgyz Republic",1981,63.23
"Lao",1981,47.17
"Latvia",1981,69.18
"Lebanon",1981,67.36
"Lesotho",1981,55.25
"Liberia",1981,47.6
"Libya",1981,68.82
"Lithuania",1981,70.77
"Luxembourg",1981,72.22
"Macao, China",1981,72.88
"Macedonia, FYR",1981,69.21
"Madagascar",1981,53.36
"Malawi",1981,46.13
"Malaysia",1981,69.22
"Maldives",1981,57.62
"Mali",1981,43.3
"Malta",1981,74.74
"Mauritania",1981,55.75
"Mauritius",1981,67.34
"Mexico",1981,67.58
"Micronesia, Fed. Sts.",1981,63.71
"Moldova",1981,65.48
"Mongolia",1981,58.73
"Montenegro",1981,73.35
"Morocco",1981,60.77
"Mozambique",1981,49.4
"Namibia",1981,58.54
"Nepal",1981,51.06
"Netherlands",1981,75.93
"New Caledonia",1981,67.5
"New Zealand",1981,73.77
"Nicaragua",1981,66.38
"Niger",1981,42.58
"Nigeria",1981,52.41
"Norway",1981,76
"Oman",1981,64.69
"Pakistan",1981,59.13
"Panama",1981,72.1
"Papua New Guinea",1981,53.74
"Paraguay",1981,71.97
"Peru",1981,63.25
"Philippines",1981,64.37
"Poland",1981,71.38
"Portugal",1981,71.9
"Puerto Rico",1981,73.56
"Qatar",1981,72.45
"Romania",1981,70.12
"Russia",1981,67.79
"Rwanda",1981,47.88
"St. Lucia",1981,68.6
"St. Vincent and the Grenadines",1981,67.52
"Samoa",1981,63.79
"Saudi Arabia",1981,67.89
"Senegal",1981,50.43
"Serbia",1981,70.84
"Seychelles",1981,68.63
"Sierra Leone",1981,52.5
"Singapore",1981,71.39
"Slovak Republic",1981,70.82
"Slovenia",1981,70.94
"Solomon Islands",1981,61.59
"South Africa",1981,57.44
"Spain",1981,75.67
"Sri Lanka",1981,69.35
"Sudan",1981,57.11
"Suriname",1981,68.02
"Swaziland",1981,56.02
"Sweden",1981,76.04
"Switzerland",1981,75.92
"Syria",1981,66.56
"Tajikistan",1981,64.53
"Tanzania",1981,54.56
"Thailand",1981,65.22
"Timor-Leste",1981,44.42
"Togo",1981,54.43
"Tonga",1981,67.32
"Trinidad and Tobago",1981,68.03
"Tunisia",1981,65.4
"Turkey",1981,62.45
"Turkmenistan",1981,62.24
"Uganda",1981,52.09
"Ukraine",1981,69.36
"United Arab Emirates",1981,67.36
"United Kingdom",1981,73.9
"United States",1981,74.36
"Uruguay",1981,70.89
"Uzbekistan",1981,66.59
"Vanuatu",1981,57.97
"Venezuela",1981,69.57
"West Bank and Gaza",1981,66.48
"Vietnam",1981,66.86
"Yemen",1981,52.13
"Zambia",1981,57.45
"Zimbabwe",1981,63.13
"Albania",1982,71.88
"Algeria",1982,63.69
"Angola",1982,46.69
"Antigua and Barbuda",1982,71.22
"Argentina",1982,70.78
"Armenia",1982,72.64
"Aruba",1982,72.75
"Australia",1982,74.7
"Austria",1982,73.12
"Azerbaijan",1982,65.73
"Bahamas",1982,67.12
"Bahrain",1982,69.83
"Bangladesh",1982,54.15
"Barbados",1982,70.58
"Belarus",1982,70.95
"Belgium",1982,73.81
"Belize",1982,70.47
"Benin",1982,50.38
"Bhutan",1982,53.96
"Bolivia",1982,55.87
"Bosnia and Herzegovina",1982,75.65
"Botswana",1982,61.21
"Brazil",1982,64.55
"Brunei",1982,71.54
"Bulgaria",1982,71.16
"Burkina Faso",1982,49.45
"Burundi",1982,46.49
"Cambodia",1982,44.24
"Cameroon",1982,56.03
"Canada",1982,75.67
"Cape Verde",1982,63.95
"Central African Republic",1982,50.96
"Chad",1982,51.38
"Chile",1982,69.97
"China",1982,65.28
"Colombia",1982,69.24
"Comoros",1982,54.03
"Congo, Dem. Rep.",1982,52.41
"Congo, Rep.",1982,55.81
"Costa Rica",1982,74.22
"Cote d'Ivoire",1982,53.87
"Croatia",1982,70.89
"Cuba",1982,74.22
"Cyprus",1982,75.38
"Czech Republic",1982,71.22
"Denmark",1982,74.78
"Djibouti",1982,58.08
"Dominican Republic",1982,67.11
"Ecuador",1982,66.17
"Egypt",1982,60.21
"El Salvador",1982,58.53
"Equatorial Guinea",1982,45.69
"Eritrea",1982,47.33
"Estonia",1982,70.03
"Ethiopia",1982,42.93
"Fiji",1982,63.2
"Finland",1982,74.6
"France",1982,75.07
"French Polynesia",1982,65.84
"Gabon",1982,55.07
"Gambia",1982,55.55
"Georgia",1982,69.46
"Germany",1982,73.69
"Ghana",1982,53.95
"Greece",1982,74.64
"Greenland",1982,62.8
"Grenada",1982,68.1
"Guatemala",1982,60.1
"Guinea",1982,44.47
"Guinea-Bissau",1982,48.45
"Guyana",1982,62.67
"Haiti",1982,51.29
"Honduras",1982,64.24
"Hong Kong, China",1982,75.5
"Hungary",1982,69.47
"Iceland",1982,77.26
"India",1982,55.86
"Indonesia",1982,60.12
"Iran",1982,55.32
"Iraq",1982,57.41
"Ireland",1982,74.34
"Israel",1982,73.99
"Italy",1982,74.93
"Jamaica",1982,74.34
"Japan",1982,77.08
"Jordan",1982,68.45
"Kazakhstan",1982,66.84
"Kenya",1982,61.02
"Kiribati",1982,54.62
"South Korea",1982,67.21
"Kuwait",1982,74.41
"Kyrgyz Republic",1982,63.62
"Lao",1982,47.45
"Latvia",1982,69.75
"Lebanon",1982,67.52
"Lesotho",1982,55.82
"Liberia",1982,47.97
"Libya",1982,69.46
"Lithuania",1982,71.17
"Luxembourg",1982,72.31
"Macao, China",1982,73.17
"Macedonia, FYR",1982,69.4
"Madagascar",1982,53.64
"Malawi",1982,46.53
"Malaysia",1982,69.53
"Maldives",1982,58.64
"Mali",1982,44.17
"Malta",1982,75.01
"Mauritania",1982,56.34
"Mauritius",1982,67.7
"Mexico",1982,68.05
"Micronesia, Fed. Sts.",1982,63.77
"Moldova",1982,65.68
"Mongolia",1982,59
"Montenegro",1982,73.52
"Morocco",1982,61.63
"Mozambique",1982,49.57
"Namibia",1982,59.01
"Nepal",1982,51.81
"Netherlands",1982,76.01
"New Caledonia",1982,67.89
"New Zealand",1982,73.87
"Nicaragua",1982,66.95
"Niger",1982,43.13
"Nigeria",1982,52.8
"Norway",1982,76.13
"Oman",1982,65.65
"Pakistan",1982,59.45
"Panama",1982,72.47
"Papua New Guinea",1982,54.26
"Paraguay",1982,72.19
"Peru",1982,63.9
"Philippines",1982,64.74
"Poland",1982,71.45
"Portugal",1982,72.73
"Puerto Rico",1982,73.65
"Qatar",1982,72.75
"Romania",1982,70.11
"Russia",1982,68.25
"Rwanda",1982,48.32
"St. Lucia",1982,68.99
"St. Vincent and the Grenadines",1982,67.84
"Samoa",1982,64.36
"Saudi Arabia",1982,68.74
"Senegal",1982,51.44
"Serbia",1982,71.01
"Seychelles",1982,68.83
"Sierra Leone",1982,52.83
"Singapore",1982,71.74
"Slovak Republic",1982,70.94
"Slovenia",1982,71.03
"Solomon Islands",1982,61.46
"South Africa",1982,58.04
"Spain",1982,76.22
"Sri Lanka",1982,69.64
"Sudan",1982,57.27
"Suriname",1982,68.31
"Swaziland",1982,56.71
"Sweden",1982,76.36
"Switzerland",1982,76.26
"Syria",1982,67.08
"Tajikistan",1982,64.8
"Tanzania",1982,54.82
"Thailand",1982,65.91
"Timor-Leste",1982,46.61
"Togo",1982,54.97
"Tonga",1982,67.56
"Trinidad and Tobago",1982,68.16
"Tunisia",1982,66.31
"Turkey",1982,63.15
"Turkmenistan",1982,62.57
"Uganda",1982,52.14
"Ukraine",1982,69.51
"United Arab Emirates",1982,67.79
"United Kingdom",1982,74.03
"United States",1982,74.65
"Uruguay",1982,71.17
"Uzbekistan",1982,66.93
"Vanuatu",1982,58.5
"Venezuela",1982,69.85
"West Bank and Gaza",1982,67.21
"Vietnam",1982,67.1
"Yemen",1982,53.09
"Zambia",1982,57.14
"Zimbabwe",1982,63.73
"Albania",1983,72.15
"Algeria",1983,64.97
"Angola",1983,46.96
"Antigua and Barbuda",1983,71.52
"Argentina",1983,71.04
"Armenia",1983,72.43
"Aruba",1983,72.93
"Australia",1983,75.51
"Austria",1983,73.19
"Azerbaijan",1983,65.92
"Bahamas",1983,67.31
"Bahrain",1983,70.16
"Bangladesh",1983,54.57
"Barbados",1983,70.91
"Belarus",1983,70.73
"Belgium",1983,73.81
"Belize",1983,70.8
"Benin",1983,50.97
"Bhutan",1983,54.87
"Bolivia",1983,56.67
"Bosnia and Herzegovina",1983,76.15
"Botswana",1983,61.67
"Brazil",1983,64.94
"Brunei",1983,71.84
"Bulgaria",1983,71.33
"Burkina Faso",1983,50.17
"Burundi",1983,46.75
"Cambodia",1983,49.43
"Cameroon",1983,56.45
"Canada",1983,76.04
"Cape Verde",1983,64.69
"Central African Republic",1983,50.95
"Chad",1983,51.78
"Chile",1983,70.51
"China",1983,65.49
"Colombia",1983,69.72
"Comoros",1983,54.48
"Congo, Dem. Rep.",1983,52.72
"Congo, Rep.",1983,55.93
"Costa Rica",1983,74.66
"Cote d'Ivoire",1983,54.31
"Croatia",1983,71.08
"Cuba",1983,74.36
"Cyprus",1983,75.58
"Czech Republic",1983,71
"Denmark",1983,74.65
"Djibouti",1983,58.55
"Dominican Republic",1983,67.63
"Ecuador",1983,66.85
"Egypt",1983,60.93
"El Salvador",1983,59.19
"Equatorial Guinea",1983,46.11
"Eritrea",1983,47.74
"Estonia",1983,69.95
"Ethiopia",1983,42.5
"Fiji",1983,63.46
"Finland",1983,74.51
"France",1983,75.06
"French Polynesia",1983,66.39
"Gabon",1983,55.88
"Gambia",1983,56.48
"Georgia",1983,69.52
"Germany",1983,73.97
"Ghana",1983,54.34
"Greece",1983,74.94
"Greenland",1983,62.89
"Grenada",1983,68.35
"Guatemala",1983,60.62
"Guinea",1983,45.37
"Guinea-Bissau",1983,48.78
"Guyana",1983,62.85
"Haiti",1983,51.64
"Honduras",1983,65.12
"Hong Kong, China",1983,75.77
"Hungary",1983,69.03
"Iceland",1983,76.91
"India",1983,56.19
"Indonesia",1983,60.64
"Iran",1983,55.49
"Iraq",1983,57.68
"Ireland",1983,74.4
"Israel",1983,74.49
"Italy",1983,74.75
"Jamaica",1983,74.55
"Japan",1983,77.11
"Jordan",1983,68.9
"Kazakhstan",1983,67.28
"Kenya",1983,61.42
"Kiribati",1983,55.08
"South Korea",1983,67.78
"Kuwait",1983,74.81
"Kyrgyz Republic",1983,64.04
"Lao",1983,47.76
"Latvia",1983,69.51
"Lebanon",1983,67.68
"Lesotho",1983,56.34
"Liberia",1983,48.25
"Libya",1983,70.04
"Lithuania",1983,71.09
"Luxembourg",1983,73.19
"Macao, China",1983,73.46
"Macedonia, FYR",1983,69.63
"Madagascar",1983,53.86
"Malawi",1983,46.91
"Malaysia",1983,69.84
"Maldives",1983,59.64
"Mali",1983,45.02
"Malta",1983,75.28
"Mauritania",1983,56.9
"Mauritius",1983,67.96
"Mexico",1983,68.52
"Micronesia, Fed. Sts.",1983,63.81
"Moldova",1983,65.98
"Mongolia",1983,59.34
"Montenegro",1983,73.68
"Morocco",1983,62.49
"Mozambique",1983,49.72
"Namibia",1983,59.45
"Nepal",1983,52.57
"Netherlands",1983,76.21
"New Caledonia",1983,68.28
"New Zealand",1983,73.97
"Nicaragua",1983,67.56
"Niger",1983,43.66
"Nigeria",1983,53.12
"Norway",1983,76.19
"Oman",1983,66.59
"Pakistan",1983,59.77
"Panama",1983,72.8
"Papua New Guinea",1983,54.65
"Paraguay",1983,72.41
"Peru",1983,64.55
"Philippines",1983,65.13
"Poland",1983,71.29
"Portugal",1983,72.65
"Puerto Rico",1983,73.76
"Qatar",1983,73.01
"Romania",1983,70.1
"Russia",1983,68.01
"Rwanda",1983,48.69
"St. Lucia",1983,69.29
"St. Vincent and the Grenadines",1983,68.15
"Samoa",1983,64.94
"Saudi Arabia",1983,69.54
"Senegal",1983,52.47
"Serbia",1983,71.19
"Seychelles",1983,69.02
"Sierra Leone",1983,53.06
"Singapore",1983,72.11
"Slovak Republic",1983,70.64
"Slovenia",1983,70.74
"Solomon Islands",1983,61.16
"South Africa",1983,58.64
"Spain",1983,76
"Sri Lanka",1983,69.83
"Sudan",1983,57.44
"Suriname",1983,68.57
"Swaziland",1983,57.38
"Sweden",1983,76.6
"Switzerland",1983,76.27
"Syria",1983,67.58
"Tajikistan",1983,65.07
"Tanzania",1983,55.05
"Thailand",1983,66.69
"Timor-Leste",1983,48.76
"Togo",1983,55.48
"Tonga",1983,67.8
"Trinidad and Tobago",1983,68.28
"Tunisia",1983,67.13
"Turkey",1983,63.82
"Turkmenistan",1983,62.89
"Uganda",1983,52.17
"Ukraine",1983,69.48
"United Arab Emirates",1983,68.2
"United Kingdom",1983,74.28
"United States",1983,74.71
"Uruguay",1983,71.46
"Uzbekistan",1983,67.27
"Vanuatu",1983,58.98
"Venezuela",1983,70.17
"West Bank and Gaza",1983,67.92
"Vietnam",1983,67.3
"Yemen",1983,54.02
"Zambia",1983,56.71
"Zimbabwe",1983,64.23
"Albania",1984,72.42
"Algeria",1984,66.15
"Angola",1984,47.23
"Antigua and Barbuda",1984,71.82
"Argentina",1984,71.26
"Armenia",1984,72.1
"Aruba",1984,73.07
"Australia",1984,75.98
"Austria",1984,73.73
"Azerbaijan",1984,66.15
"Bahamas",1984,67.5
"Bahrain",1984,70.46
"Bangladesh",1984,55
"Barbados",1984,71.23
"Belarus",1984,70.09
"Belgium",1984,74.31
"Belize",1984,71.09
"Benin",1984,51.62
"Bhutan",1984,55.78
"Bolivia",1984,57.47
"Bosnia and Herzegovina",1984,76.63
"Botswana",1984,62.08
"Brazil",1984,65.34
"Brunei",1984,72.12
"Bulgaria",1984,71.43
"Burkina Faso",1984,50.71
"Burundi",1984,46.95
"Cambodia",1984,53.22
"Cameroon",1984,56.83
"Canada",1984,76.33
"Cape Verde",1984,65.43
"Central African Republic",1984,50.81
"Chad",1984,52.15
"Chile",1984,71
"China",1984,65.68
"Colombia",1984,70.13
"Comoros",1984,54.93
"Congo, Dem. Rep.",1984,53
"Congo, Rep.",1984,55.98
"Costa Rica",1984,75.04
"Cote d'Ivoire",1984,54.69
"Croatia",1984,71.31
"Cuba",1984,74.48
"Cyprus",1984,75.76
"Czech Republic",1984,71.26
"Denmark",1984,74.81
"Djibouti",1984,58.97
"Dominican Republic",1984,68.18
"Ecuador",1984,67.53
"Egypt",1984,61.65
"El Salvador",1984,60.11
"Equatorial Guinea",1984,46.52
"Eritrea",1984,48.21
"Estonia",1984,69.83
"Ethiopia",1984,39.46
"Fiji",1984,63.71
"Finland",1984,74.82
"France",1984,75.56
"French Polynesia",1984,66.87
"Gabon",1984,56.66
"Gambia",1984,57.37
"Georgia",1984,69.62
"Germany",1984,74.44
"Ghana",1984,54.76
"Greece",1984,75.21
"Greenland",1984,63.05
"Grenada",1984,68.59
"Guatemala",1984,61.16
"Guinea",1984,46.32
"Guinea-Bissau",1984,49.13
"Guyana",1984,63.02
"Haiti",1984,52.02
"Honduras",1984,66.01
"Hong Kong, China",1984,76.03
"Hungary",1984,69.07
"Iceland",1984,77.71
"India",1984,56.51
"Indonesia",1984,61.16
"Iran",1984,56.19
"Iraq",1984,58.34
"Ireland",1984,74.87
"Israel",1984,74.78
"Italy",1984,75.51
"Jamaica",1984,74.7
"Japan",1984,77.5
"Jordan",1984,69.33
"Kazakhstan",1984,67.7
"Kenya",1984,61.74
"Kiribati",1984,55.56
"South Korea",1984,68.37
"Kuwait",1984,75.22
"Kyrgyz Republic",1984,64.45
"Lao",1984,48.12
"Latvia",1984,69.56
"Lebanon",1984,67.87
"Lesotho",1984,56.83
"Liberia",1984,48.46
"Libya",1984,70.58
"Lithuania",1984,70.6
"Luxembourg",1984,72.94
"Macao, China",1984,73.75
"Macedonia, FYR",1984,69.92
"Madagascar",1984,54.03
"Malawi",1984,47.26
"Malaysia",1984,70.14
"Maldives",1984,60.6
"Mali",1984,45.86
"Malta",1984,75.54
"Mauritania",1984,57.41
"Mauritius",1984,68.14
"Mexico",1984,68.97
"Micronesia, Fed. Sts.",1984,63.86
"Moldova",1984,66.38
"Mongolia",1984,59.76
"Montenegro",1984,73.83
"Morocco",1984,63.33
"Mozambique",1984,49.87
"Namibia",1984,59.87
"Nepal",1984,53.36
"Netherlands",1984,76.28
"New Caledonia",1984,68.65
"New Zealand",1984,74.53
"Nicaragua",1984,68.2
"Niger",1984,44.15
"Nigeria",1984,53.36
"Norway",1984,76.36
"Oman",1984,67.48
"Pakistan",1984,60.09
"Panama",1984,73.13
"Papua New Guinea",1984,54.92
"Paraguay",1984,72.64
"Peru",1984,65.18
"Philippines",1984,65.53
"Poland",1984,71.03
"Portugal",1984,72.94
"Puerto Rico",1984,73.89
"Qatar",1984,73.27
"Romania",1984,70.08
"Russia",1984,67.53
"Rwanda",1984,48.88
"St. Lucia",1984,69.53
"St. Vincent and the Grenadines",1984,68.43
"Samoa",1984,65.51
"Saudi Arabia",1984,70.3
"Senegal",1984,53.48
"Serbia",1984,71.38
"Seychelles",1984,69.17
"Sierra Leone",1984,53.16
"Singapore",1984,72.49
"Slovak Republic",1984,70.88
"Slovenia",1984,71.2
"Solomon Islands",1984,60.74
"South Africa",1984,59.22
"Spain",1984,76.38
"Sri Lanka",1984,69.93
"Sudan",1984,57.61
"Suriname",1984,68.79
"Swaziland",1984,58
"Sweden",1984,76.86
"Switzerland",1984,76.87
"Syria",1984,68.05
"Tajikistan",1984,65.34
"Tanzania",1984,55.26
"Thailand",1984,67.52
"Timor-Leste",1984,50.76
"Togo",1984,55.96
"Tonga",1984,68.04
"Trinidad and Tobago",1984,68.39
"Tunisia",1984,67.87
"Turkey",1984,64.49
"Turkmenistan",1984,63.18
"Uganda",1984,52.16
"Ukraine",1984,69.17
"United Arab Emirates",1984,68.6
"United Kingdom",1984,74.66
"United States",1984,74.81
"Uruguay",1984,71.72
"Uzbekistan",1984,67.59
"Vanuatu",1984,59.44
"Venezuela",1984,70.53
"West Bank and Gaza",1984,68.59
"Vietnam",1984,67.51
"Yemen",1984,54.89
"Zambia",1984,56.17
"Zimbabwe",1984,64.63
"Albania",1985,72.71
"Algeria",1985,67.18
"Angola",1985,47.5
"Antigua and Barbuda",1985,72.13
"Argentina",1985,71.46
"Armenia",1985,71.7
"Aruba",1985,73.18
"Australia",1985,75.41
"Austria",1985,73.95
"Azerbaijan",1985,66.37
"Bahamas",1985,67.67
"Bahrain",1985,70.73
"Bangladesh",1985,55.47
"Barbados",1985,71.54
"Belarus",1985,70.28
"Belgium",1985,74.41
"Belize",1985,71.34
"Benin",1985,52.33
"Bhutan",1985,56.69
"Bolivia",1985,58.22
"Bosnia and Herzegovina",1985,76.95
"Botswana",1985,62.44
"Brazil",1985,65.76
"Brunei",1985,72.41
"Bulgaria",1985,71.15
"Burkina Faso",1985,51.08
"Burundi",1985,47.08
"Cambodia",1985,55.5
"Cameroon",1985,57.17
"Canada",1985,76.31
"Cape Verde",1985,66.12
"Central African Republic",1985,50.57
"Chad",1985,52.51
"Chile",1985,71.42
"China",1985,65.87
"Colombia",1985,70.48
"Comoros",1985,55.36
"Congo, Dem. Rep.",1985,53.28
"Congo, Rep.",1985,55.94
"Costa Rica",1985,75.37
"Cote d'Ivoire",1985,55.02
"Croatia",1985,71.54
"Cuba",1985,74.57
"Cyprus",1985,75.95
"Czech Republic",1985,71.48
"Denmark",1985,74.68
"Djibouti",1985,59.38
"Dominican Republic",1985,68.75
"Ecuador",1985,68.18
"Egypt",1985,62.38
"El Salvador",1985,61.24
"Equatorial Guinea",1985,46.92
"Eritrea",1985,48.77
"Estonia",1985,69.97
"Ethiopia",1985,35.43
"Fiji",1985,63.96
"Finland",1985,74.49
"France",1985,75.67
"French Polynesia",1985,67.27
"Gabon",1985,57.4
"Gambia",1985,58.21
"Georgia",1985,69.75
"Germany",1985,74.55
"Ghana",1985,55.23
"Greece",1985,75.47
