"country","year","population"
"Uganda",1980,12547754
"Ukraine",1980,49968811
"United Arab Emirates",1980,1016789
"United Kingdom",1980,56221513
"United States",1980,229588208
"Uruguay",1980,2915775
"Uzbekistan",1980,15951899
"Vanuatu",1980,115634
"Venezuela",1980,15343917
"West Bank and Gaza",1980,1509484
"Vietnam",1980,54372518
"Yemen",1980,8059381
"Zambia",1980,5929497
"Zimbabwe",1980,7289083
"Albania",1981,2735329
"Algeria",1981,19943667
"Angola",1981,8497950
"Antigua and Barbuda",1981,69750
"Argentina",1981,28543366
"Armenia",1981,3145885
"Aruba",1981,60567
"Australia",1981,14898019
"Austria",1981,7591618
"Azerbaijan",1981,6261942
"Bahamas",1981,215404
"Bahrain",1981,374125
"Bangladesh",1981,83599582
"Barbados",1981,253080
"Belarus",1981,9719634
"Belgium",1981,9865512
"Belize",1981,147566
"Benin",1981,3822206
"Bhutan",1981,423887
"Bolivia",1981,5711598
"Bosnia and Herzegovina",1981,4185074
"Botswana",1981,1033073
"Brazil",1981,125107382
"Brunei",1981,199136
"Bulgaria",1981,8891245
"Burkina Faso",1981,6985158
"Burundi",1981,4239673
"Cambodia",1981,6774509
"Cameroon",1981,9201146
"Canada",1981,24768525
"Cape Verde",1981,290428
"Central African Republic",1981,2340259
"Chad",1981,4610964
"Chile",1981,11400489
"China",1981,991553829
"Colombia",1981,28375995
"Comoros",1981,318659
"Congo, Dem. Rep.",1981,27049145
"Congo, Rep.",1981,1855391
"Costa Rica",1981,2454127
"Cote d'Ivoire",1981,8629121
"Croatia",1981,4621418
"Cuba",1981,9884219
"Cyprus",1981,689173
"Czech Republic",1981,10353750
"Denmark",1981,5124807
"Djibouti",1981,374683
"Dominican Republic",1981,5943591
"Ecuador",1981,8183194
"Egypt",1981,44465918
"El Salvador",1981,4652058
"Equatorial Guinea",1981,232934
"Eritrea",1981,2453689
"Estonia",1981,1483938
"Ethiopia",1981,36093319
"Fiji",1981,650957
"Finland",1981,4800899
"France",1981,54279038
"French Polynesia",1981,156240
"Gabon",1981,747593
"Gambia",1981,625413
"Georgia",1981,5111792
"Germany",1981,77990369
"Ghana",1981,11117608
"Greece",1981,9704947
"Greenland",1981,50587
"Grenada",1981,90575
"Guatemala",1981,7310397
"Guinea",1981,4584305
"Guinea-Bissau",1981,866947
"Guyana",1981,787728
"Haiti",1981,5818673
"Honduras",1981,3750843
"Hong Kong, China",1981,5152057
"Hungary",1981,10750270
"Iceland",1981,230525
"India",1981,713561406
"Indonesia",1981,150978841
"Iran",1981,40209077
"Iraq",1981,14046273
"Ireland",1981,3468884
"Israel",1981,3815270
"Italy",1981,56489623
"Jamaica",1981,2175634
"Japan",1981,116821569
"Jordan",1981,2365665
"Kazakhstan",1981,15082185
"Kenya",1981,16901181
"Kiribati",1981,60137
"South Korea",1981,38046253
"Kuwait",1981,1452383
"Kyrgyz Republic",1981,3700312
"Lao",1981,3317570
"Latvia",1981,2524843
"Lebanon",1981,2615753
"Lesotho",1981,1340694
"Liberia",1981,1961795
"Libya",1981,3318560
"Lithuania",1981,3457365
"Luxembourg",1981,364779
"Macao, China",1981,252258
"Macedonia, FYR",1981,1941445
"Madagascar",1981,8983494
"Malawi",1981,6327344
"Malaysia",1981,14180093
"Maldives",1981,163834
"Mali",1981,7233877
"Malta",1981,323298
"Mauritania",1981,1578585
"Mauritius",1981,978067
"Mexico",1981,70950741
"Micronesia, Fed. Sts.",1981,75462
"Moldova",1981,4048617
"Mongolia",1981,1733479
"Montenegro",1981,587689
"Morocco",1981,20564359
"Mozambique",1981,12228508
"Namibia",1981,1034446
"Nepal",1981,15237302
"Netherlands",1981,14181967
"New Caledonia",1981,144227
"New Zealand",1981,3164965
"Nicaragua",1981,3342666
"Niger",1981,6129762
"Nigeria",1981,75729572
"Norway",1981,4095177
"Oman",1981,1220548
"Pakistan",1981,80691701
"Panama",1981,2026057
"Papua New Guinea",1981,3304188
"Paraguay",1981,3271454
"Peru",1981,17792551
"Philippines",1981,48715592
"Poland",1981,36145211
"Portugal",1981,9824239
"Puerto Rico",1981,3230497
"Qatar",1981,248053
"Romania",1981,22739965
"Russia",1981,139006739
"Rwanda",1981,5313908
"St. Lucia",1981,119593
"St. Vincent and the Grenadines",1981,101378
"Samoa",1981,156435
"Saudi Arabia",1981,10556936
"Senegal",1981,5723541
"Serbia",1981,8984599
"Seychelles",1981,67298
"Sierra Leone",1981,3155368
"Singapore",1981,2463245
"Slovak Republic",1981,5029208
"Slovenia",1981,1857854
"Solomon Islands",1981,238488
"South Africa",1981,29828874
"Spain",1981,37976189
"Sri Lanka",1981,15274137
"Sudan",1981,14935471
"Suriname",1981,363309
"Swaziland",1981,621314
"Sweden",1981,8319810
"Switzerland",1981,6315799
"Syria",1981,9277263
"Tajikistan",1981,4030104
"Tanzania",1981,19279543
"Thailand",1981,48336894
"Timor-Leste",1981,580556
"Togo",1981,2812071
"Tonga",1981,93452
"Trinidad and Tobago",1981,1102562
"Tunisia",1981,6545025
"Turkey",1981,44936836
"Turkmenistan",1981,2931343
"Uganda",1981,12927007
"Ukraine",1981,50181709
"United Arab Emirates",1981,1093108
"United Kingdom",1981,56231020
"United States",1981,231765783
"Uruguay",1981,2935036
"Uzbekistan",1981,16375135
"Vanuatu",1981,118578
"Venezuela",1981,15761800
"West Bank and Gaza",1981,1553094
"Vietnam",1981,55627743
"Yemen",1981,8369708
"Zambia",1981,6138069
"Zimbabwe",1981,7571965
"Albania",1982,2788315
"Algeria",1982,20575701
"Angola",1982,8807511
"Antigua and Barbuda",1982,68950
"Argentina",1982,28993989
"Armenia",1982,3192877
"Aruba",1982,61344
"Australia",1982,15101227
"Austria",1982,7588957
"Azerbaijan",1982,6362289
"Bahamas",1982,220275
"Bahrain",1982,385950
"Bangladesh",1982,85868228
"Barbados",1982,253836
"Belarus",1982,9787558
"Belgium",1982,9872709
"Belize",1982,151498
"Benin",1982,3931355
"Bhutan",1982,434385
"Bolivia",1982,5835186
"Bosnia and Herzegovina",1982,4226663
"Botswana",1982,1069962
"Brazil",1982,128054757
"Brunei",1982,205061
"Bulgaria",1982,8916713
"Burkina Faso",1982,7158256
"Burundi",1982,4359122
"Cambodia",1982,6945053
"Cameroon",1982,9480638
"Canada",1982,25017501
"Cape Verde",1982,296071
"Central African Republic",1982,2411693
"Chad",1982,4716073
"Chile",1982,11569135
"China",1982,1005328574
"Colombia",1982,29027158
"Comoros",1982,328355
"Congo, Dem. Rep.",1982,27741104
"Congo, Rep.",1982,1910800
"Costa Rica",1982,2521163
"Cote d'Ivoire",1982,9002400
"Croatia",1982,4645409
"Cuba",1982,9925618
"Cyprus",1982,691711
"Czech Republic",1982,10352607
"Denmark",1982,5122810
"Djibouti",1982,384743
"Dominican Republic",1982,6078816
"Ecuador",1982,8392935
"Egypt",1982,45610430
"El Salvador",1982,4722272
"Equatorial Guinea",1982,251301
"Eritrea",1982,2525005
"Estonia",1982,1492704
"Ethiopia",1982,37109517
"Fiji",1982,668196
"Finland",1982,4826135
"France",1982,54528408
"French Polynesia",1982,160883
"Gabon",1982,766867
"Gambia",1982,648202
"Georgia",1982,5151850
"Germany",1982,77812348
"Ghana",1982,11488112
"Greece",1982,9771250
"Greenland",1982,51158
"Grenada",1982,93091
"Guatemala",1982,7508161
"Guinea",1982,4684992
"Guinea-Bissau",1982,885166
"Guyana",1982,785466
"Haiti",1982,5955265
"Honduras",1982,3868296
"Hong Kong, China",1982,5228813
"Hungary",1982,10719749
"Iceland",1982,233121
"India",1982,730303461
"Indonesia",1982,154506266
"Iran",1982,41862373
"Iraq",1982,14437661
"Ireland",1982,3501213
"Israel",1982,3883547
"Italy",1982,56626403
"Jamaica",1982,2212400
"Japan",1982,117708919
"Jordan",1982,2462968
"Kazakhstan",1982,15248458
"Kenya",1982,17559778
"Kiribati",1982,60918
"South Korea",1982,38665964
"Kuwait",1982,1518855
"Kyrgyz Republic",1982,3775764
"Lao",1982,3395113
"Latvia",1982,2536340
"Lebanon",1982,2632281
"Lesotho",1982,1374044
"Liberia",1982,2036325
"Libya",1982,3450078
"Lithuania",1982,3482390
"Luxembourg",1982,365098
"Macao, China",1982,260921
"Macedonia, FYR",1982,1954990
"Madagascar",1982,9220693
"Malawi",1982,6483571
"Malaysia",1982,14543585
"Maldives",1982,169861
"Mali",1982,7386669
"Malta",1982,326953
"Mauritania",1982,1624310
"Mauritius",1982,988890
"Mexico",1982,72547995
"Micronesia, Fed. Sts.",1982,78057
"Moldova",1982,4089860
"Mongolia",1982,1777727
"Montenegro",1982,595353
"Morocco",1982,21070647
"Mozambique",1982,12511864
"Namibia",1982,1056758
"Nepal",1982,15596012
"Netherlands",1982,14255051
"New Caledonia",1982,146592
"New Zealand",1982,3188664
"Nicaragua",1982,3435527
"Niger",1982,6299343
"Nigeria",1982,77729802
"Norway",1982,4107655
"Oman",1982,1290007
"Pakistan",1982,83427522
"Panama",1982,2073826
"Papua New Guinea",1982,3395798
"Paraguay",1982,3366726
"Peru",1982,18225727
"Philippines",1982,50068493
"Poland",1982,36517072
"Portugal",1982,9873144
"Puerto Rico",1982,3269287
"Qatar",1982,277242
"Romania",1982,22842426
"Russia",1982,139969243
"Rwanda",1982,5486431
"St. Lucia",1982,121150
"St. Vincent and the Grenadines",1982,102202
"Samoa",1982,157401
"Saudi Arabia",1982,11247085
"Senegal",1982,5888261
"Serbia",1982,9057974
"Seychelles",1982,68176
"Sierra Leone",1982,3224346
"Singapore",1982,2520494
"Slovak Republic",1982,5065658
"Slovenia",1982,1880699
"Solomon Islands",1982,246502
"South Africa",1982,30611206
"Spain",1982,38212556
"Sri Lanka",1982,15503320
"Sudan",1982,15470415
"Suriname",1982,363993
"Swaziland",1982,639333
"Sweden",1982,8323466
"Switzerland",1982,6341369
"Syria",1982,9613517
"Tajikistan",1982,4146923
"Tanzania",1982,19894677
"Thailand",1982,49265597
"Timor-Leste",1982,593937
"Togo",1982,2915148
"Tonga",1982,93683
"Trinidad and Tobago",1982,1120610
"Tunisia",1982,6733958
"Turkey",1982,45997940
"Turkmenistan",1982,3002785
"Uganda",1982,13318149
"Ukraine",1982,50385836
"United Arab Emirates",1982,1158477
"United Kingdom",1982,56250124
"United States",1982,233953874
"Uruguay",1982,2954281
"Uzbekistan",1982,16810937
"Vanuatu",1982,121433
"Venezuela",1982,16185895
"West Bank and Gaza",1982,1599960
"Vietnam",1982,56931822
"Yemen",1982,8698304
"Zambia",1982,6352561
"Zimbabwe",1982,7876414
"Albania",1983,2842620
"Algeria",1983,21228288
"Angola",1983,9128655
"Antigua and Barbuda",1983,67958
"Argentina",1983,29454739
"Armenia",1983,3239212
"Aruba",1983,62204
"Australia",1983,15318254
"Austria",1983,7589573
"Azerbaijan",1983,6464775
"Bahamas",1983,225185
"Bahrain",1983,396447
"Bangladesh",1983,88181211
"Barbados",1983,254515
"Belarus",1983,9856780
"Belgium",1983,9878636
"Belize",1983,155820
"Benin",1983,4045352
"Bhutan",1983,444789
"Bolivia",1983,5959962
"Bosnia and Herzegovina",1983,4270598
"Botswana",1983,1107103
"Brazil",1983,131014337
"Brunei",1983,210933
"Bulgaria",1983,8939007
"Burkina Faso",1983,7340907
"Burundi",1983,4486613
"Cambodia",1983,7196139
"Cameroon",1983,9770555
"Canada",1983,25272656
"Cape Verde",1983,302174
"Central African Republic",1983,2485666
"Chad",1983,4830055
"Chile",1983,11742057
"China",1983,1019698475
"Colombia",1983,29687096
"Comoros",1983,337853
"Congo, Dem. Rep.",1983,28448122
"Congo, Rep.",1983,1967596
"Costa Rica",1983,2589932
"Cote d'Ivoire",1983,9383289
"Croatia",1983,4669614
"Cuba",1983,9966733
"Cyprus",1983,694074
"Czech Republic",1983,10340397
"Denmark",1983,5118966
"Djibouti",1983,392908
"Dominican Republic",1983,6214857
"Ecuador",1983,8606214
"Egypt",1983,46807221
"El Salvador",1983,4789472
"Equatorial Guinea",1983,273199
"Eritrea",1983,2598626
"Estonia",1983,1501490
"Ethiopia",1983,38259376
"Fiji",1983,685389
"Finland",1983,4853196
"France",1983,54799049
"French Polynesia",1983,165611
"Gabon",1983,787017
"Gambia",1983,673230
"Georgia",1983,5194091
"Germany",1983,77657451
"Ghana",1983,11895130
"Greece",1983,9822999
"Greenland",1983,51834
"Grenada",1983,95981
"Guatemala",1983,7710142
"Guinea",1983,4804740
"Guinea-Bissau",1983,904391
"Guyana",1983,780367
"Haiti",1983,6096690
"Honduras",1983,3988371
"Hong Kong, China",1983,5291210
"Hungary",1983,10673963
"Iceland",1983,235860
"India",1983,747374856
"Indonesia",1983,158044343
"Iran",1983,43610506
"Iraq",1983,14824876
"Ireland",1983,3527472
"Israel",1983,3950241
"Italy",1983,56744400
"Jamaica",1983,2249890
"Japan",1983,118552097
"Jordan",1983,2568582
"Kazakhstan",1983,15419452
"Kenya",1983,18241331
"Kiribati",1983,61760
"South Korea",1983,39295418
"Kuwait",1983,1586205
"Kyrgyz Republic",1983,3853514
"Lao",1983,3483492
"Latvia",1983,2548941
"Lebanon",1983,2651295
"Lesotho",1983,1406818
"Liberia",1983,2107523
"Libya",1983,3583183
"Lithuania",1983,3507839
"Luxembourg",1983,365301
"Macao, China",1983,271674
"Macedonia, FYR",1983,1965488
"Madagascar",1983,9462343
"Malawi",1983,6659453
"Malaysia",1983,14926976
"Maldives",1983,176258
"Mali",1983,7542377
"Malta",1983,330761
"Mauritania",1983,1671080
"Mauritius",1983,998625
"Mexico",1983,74133377
"Micronesia, Fed. Sts.",1983,80678
"Moldova",1983,4132440
"Mongolia",1983,1823215
"Montenegro",1983,602964
"Morocco",1983,21583746
"Mozambique",1983,12766859
"Namibia",1983,1081740
"Nepal",1983,15963746
"Netherlands",1983,14325363
"New Caledonia",1983,148988
"New Zealand",1983,3215826
"Nicaragua",1983,3527935
"Niger",1983,6472971
"Nigeria",1983,79729311
"Norway",1983,4120386
"Oman",1983,1360921
"Pakistan",1983,86264621
"Panama",1983,2121921
"Papua New Guinea",1983,3489402
"Paraguay",1983,3465796
"Peru",1983,18660443
"Philippines",1983,51455037
"Poland",1983,36879742
"Portugal",1983,9904444
"Puerto Rico",1983,3304717
"Qatar",1983,309276
"Romania",1983,22928996
"Russia",1983,140951400
"Rwanda",1983,5669251
"St. Lucia",1983,122738
"St. Vincent and the Grenadines",1983,102985
"Samoa",1983,158383
"Saudi Arabia",1983,11962244
"Senegal",1983,6062682
"Serbia",1983,9127679
"Seychelles",1983,68906
"Sierra Leone",1983,3296530
"Singapore",1983,2583241
"Slovak Republic",1983,5098607
"Slovenia",1983,1903548
"Solomon Islands",1983,254602
"South Africa",1983,31409913
"Spain",1983,38415495
"Sri Lanka",1983,15727670
"Sudan",1983,16015120
"Suriname",1983,365242
"Swaziland",1983,658496
"Sweden",1983,8326196
"Switzerland",1983,6376791
"Syria",1983,9960833
"Tajikistan",1983,4269775
"Tanzania",1983,20528465
"Thailand",1983,50183106
"Timor-Leste",1983,614379
"Togo",1983,3026378
"Tonga",1983,93775
"Trinidad and Tobago",1983,1138673
"Tunisia",1983,6930390
"Turkey",1983,47072603
"Turkmenistan",1983,3075867
"Uganda",1983,13727427
"Ukraine",1983,50579135
"United Arab Emirates",1983,1218223
"United Kingdom",1983,56283959
"United States",1983,236161961
"Uruguay",1983,2973461
"Uzbekistan",1983,17257774
"Vanuatu",1983,124248
"Venezuela",1983,16617343
"West Bank and Gaza",1983,1650014
"Vietnam",1983,58277391
"Yemen",1983,9043210
"Zambia",1983,6571673
"Zimbabwe",1983,8197564
"Albania",1984,2901590
"Algeria",1984,21893857
"Angola",1984,9444918
"Antigua and Barbuda",1984,66863
"Argentina",1984,29920907
"Armenia",1984,3287588
"Aruba",1984,62831
"Australia",1984,15548591
"Austria",1984,7593397
"Azerbaijan",1984,6568857
"Bahamas",1984,230016
"Bahrain",1984,407223
"Bangladesh",1984,90559540
"Barbados",1984,255195
"Belarus",1984,9925227
"Belgium",1984,9885088
"Belize",1984,160342
"Benin",1984,4163968
"Bhutan",1984,456135
"Bolivia",1984,6085499
"Bosnia and Herzegovina",1984,4318301
"Botswana",1984,1144716
"Brazil",1984,133950551
"Brunei",1984,216893
"Bulgaria",1984,8954518
"Burkina Faso",1984,7531244
"Burundi",1984,4624617
"Cambodia",1984,7475011
"Cameroon",1984,10070779
"Canada",1984,25546736
"Cape Verde",1984,308251
"Central African Republic",1984,2558432
"Chad",1984,4955088
"Chile",1984,11921407
"China",1984,1035328572
"Colombia",1984,30350082
"Comoros",1984,347548
"Congo, Dem. Rep.",1984,29190679
"Congo, Rep.",1984,2025320
"Costa Rica",1984,2659772
"Cote d'Ivoire",1984,9769105
"Croatia",1984,4693432
"Cuba",1984,10017061
"Cyprus",1984,697717
"Czech Republic",1984,10325923
"Denmark",1984,5115308
"Djibouti",1984,404589
"Dominican Republic",1984,6351572
"Ecuador",1984,8823746
"Egypt",1984,48061546
"El Salvador",1984,4855280
"Equatorial Guinea",1984,295090
"Eritrea",1984,2675717
"Estonia",1984,1511272
"Ethiopia",1984,39493503
"Fiji",1984,700366
"Finland",1984,4879222
"France",1984,55084677
"French Polynesia",1984,170397
"Gabon",1984,808088
"Gambia",1984,701097
"Georgia",1984,5239352
"Germany",1984,77566776
"Ghana",1984,12311166
"Greece",1984,9866725
"Greenland",1984,52532
"Grenada",1984,98440
"Guatemala",1984,7913814
"Guinea",1984,4937230
"Guinea-Bissau",1984,924378
"Guyana",1984,773302
"Haiti",1984,6240330
"Honduras",1984,4111369
"Hong Kong, China",1984,5350467
"Hungary",1984,10622559
"Iceland",1984,238647
"India",1984,764664278
"Indonesia",1984,161555584
"Iran",1984,45429019
"Iraq",1984,15204746
"Ireland",1984,3547157
"Israel",1984,4016229
"Italy",1984,56839859
"Jamaica",1984,2284118
"Japan",1984,119318921
"Jordan",1984,2676515
"Kazakhstan",1984,15596920
"Kenya",1984,18942599
"Kiribati",1984,62768
"South Korea",1984,39912900
"Kuwait",1984,1657920
"Kyrgyz Republic",1984,3933002
"Lao",1984,3579370
"Latvia",1984,2564006
"Lebanon",1984,2667229
"Lesotho",1984,1438248
"Liberia",1984,2163835
"Libya",1984,3714264
"Lithuania",1984,3534804
"Luxembourg",1984,365795
"Macao, China",1984,283672
"Macedonia, FYR",1984,1974069
"Madagascar",1984,9714342
"Malawi",1984,6892527
"Malaysia",1984,15333369
"Maldives",1984,182864
"Mali",1984,7692537
"Malta",1984,334592
"Mauritania",1984,1718641
"Mauritius",1984,1007503
"Mexico",1984,75721210
"Micronesia, Fed. Sts.",1984,83242
"Moldova",1984,4174621
"Mongolia",1984,1871087
"Montenegro",1984,609433
"Morocco",1984,22094516
"Mozambique",1984,12968335
"Namibia",1984,1112044
"Nepal",1984,16337117
"Netherlands",1984,14396606
"New Caledonia",1984,151427
"New Zealand",1984,3243078
"Nicaragua",1984,3619252
"Niger",1984,6652110
"Nigeria",1984,81775215
"Norway",1984,4133833
"Oman",1984,1430926
"Pakistan",1984,89183159
"Panama",1984,2170390
"Papua New Guinea",1984,3583707
"Paraguay",1984,3567750
"Peru",1984,19099575
"Philippines",1984,52873979
"Poland",1984,37208529
"Portugal",1984,9921895
"Puerto Rico",1984,3337890
"Qatar",1984,341286
"Romania",1984,23013190
"Russia",1984,141955200
"Rwanda",1984,5877556
"St. Lucia",1984,124468
"St. Vincent and the Grenadines",1984,103742
"Samoa",1984,159281
"Saudi Arabia",1984,12674089
"Senegal",1984,6246140
"Serbia",1984,9192917
"Seychelles",1984,69463
"Sierra Leone",1984,3376371
"Singapore",1984,2646981
"Slovak Republic",1984,5129108
"Slovenia",1984,1925315
"Solomon Islands",1984,262719
"South Africa",1984,32204952
"Spain",1984,38588238
"Sri Lanka",1984,15952350
"Sudan",1984,16559205
"Suriname",1984,367611
"Swaziland",1984,680253
"Sweden",1984,8333904
"Switzerland",1984,6416275
"Syria",1984,10313485
"Tajikistan",1984,4400743
"Tanzania",1984,21178079
"Thailand",1984,51105438
"Timor-Leste",1984,636670
"Togo",1984,3140355
"Tonga",1984,93838
"Trinidad and Tobago",1984,1155701
"Tunisia",1984,7127943
"Turkey",1984,48138191
"Turkmenistan",1984,3151262
"Uganda",1984,14163214
"Ukraine",1984,50758512
"United Arab Emirates",1984,1280278
"United Kingdom",1984,56337848
"United States",1984,238404223
"Uruguay",1984,2992648
"Uzbekistan",1984,17712992
"Vanuatu",1984,127094
"Venezuela",1984,17057786
"West Bank and Gaza",1984,1702974
"Vietnam",1984,59653092
"Yemen",1984,9402070
"Zambia",1984,6793708
"Zimbabwe",1984,8528328
"Albania",1985,2966799
"Algeria",1985,22565908
"Angola",1985,9745209
"Antigua and Barbuda",1985,65744
"Argentina",1985,30388781
"Armenia",1985,3339147
"Aruba",1985,63028
"Australia",1985,15791043
"Austria",1985,7600514
"Azerbaijan",1985,6674107
"Bahamas",1985,234684
"Bahrain",1985,419425
"Bangladesh",1985,93015182
"Barbados",1985,255929
"Belarus",1985,9990966
"Belgium",1985,9893499
"Belize",1985,164916
"Benin",1985,4287263
"Bhutan",1985,469010
"Bolivia",1985,6211549
"Bosnia and Herzegovina",1985,4369527
"Botswana",1985,1182942
"Brazil",1985,136836428
"Brunei",1985,223049
"Bulgaria",1985,8960387
"Burkina Faso",1985,7727912
"Burundi",1985,4774258
"Cambodia",1985,7743065
"Cameroon",1985,10381098
"Canada",1985,25848173
"Cape Verde",1985,313976
"Central African Republic",1985,2627424
"Chad",1985,5092650
"Chile",1985,12108576
"China",1985,1052622410
"Colombia",1985,31011686
"Comoros",1985,357729
"Congo, Dem. Rep.",1985,29985665
"Congo, Rep.",1985,2083648
"Costa Rica",1985,2730231
"Cote d'Ivoire",1985,10158033
"Croatia",1985,4716117
"Cuba",1985,10082990
"Cyprus",1985,703693
"Czech Republic",1985,10315676
"Denmark",1985,5113408
"Djibouti",1985,423470
"Dominican Republic",1985,6488857
"Ecuador",1985,9045977
"Egypt",1985,49373806
"El Salvador",1985,4920932
